county_code,county_precinct_id,race,voter_status,registered_voters
31,FP2,HP,A,322
31,FP2,HP,I,29
31,FP2,OT,A,50
31,FP2,OT,I,13
31,FP2,U,A,271
31,FP2,U,I,42
31,FP2,WH,A,400
31,FP2,WH,I,40
31,FP3,AI,A,12
31,FP3,AI,I,2
31,FP3,AP,A,101
31,FP3,AP,I,11
31,FP3,BH,A,1400
31,FP3,BH,I,346
31,FP3,HP,A,259
31,FP3,HP,I,35
31,FP3,OT,A,61
31,FP3,OT,I,11
31,FP3,U,A,275
31,FP3,U,I,55
31,FP3,WH,A,413
31,FP3,WH,I,73
31,FP4,AI,A,11
31,FP4,AP,A,253
31,FP4,AP,I,20
31,FP4,BH,A,612
31,FP4,BH,I,75
31,FP4,HP,A,231
31,FP4,HP,I,14
31,FP4,OT,A,35
31,FP4,OT,I,5
31,FP4,U,A,167
31,FP4,U,I,18
31,FP4,WH,A,379
31,FP4,WH,I,41
31,FP5,AI,A,30
31,FP5,AI,I,4
31,FP5,AP,A,220
31,FP5,AP,I,24
31,FP5,BH,A,1840
31,FP5,BH,I,643
31,FP5,HP,A,486
31,FP5,HP,I,66
31,FP5,OT,A,99
31,FP5,OT,I,35
31,FP5,U,A,365
31,FP5,U,I,121
31,FP5,WH,A,475
31,FP5,WH,I,62
31,FP6,AI,A,6
31,FP6,AI,I,1
31,FP6,AP,A,261
31,FP6,AP,I,20
31,FP6,BH,A,560
31,FP6,BH,I,86
31,FP6,HP,A,147
31,FP6,HP,I,13
31,FP6,OT,A,40
31,FP6,OT,I,2
31,FP6,U,A,133
31,FP6,U,I,27
31,FP6,WH,A,249
31,FP6,WH,I,26
31,JB01,AI,A,21
31,JB01,AI,I,1
31,JB01,AP,A,19
31,JB01,AP,I,7
31,JB01,BH,A,2208
31,JB01,BH,I,372
31,JB01,HP,A,68
31,JB01,HP,I,12
31,JB01,OT,A,80
31,JB01,OT,I,15
31,JB01,U,A,317
31,JB01,U,I,76
31,JB01,WH,A,190
31,JB01,WH,I,31
31,JB02,AI,A,10
31,JB02,AP,A,47
31,JB02,AP,I,5
31,JB02,BH,A,1384
31,JB02,BH,I,235
31,JB02,HP,A,36
31,JB02,HP,I,4
31,JB02,OT,A,31
31,JB02,OT,I,9
31,JB02,U,A,192
31,JB02,U,I,39
31,JB02,WH,A,49
31,JB02,WH,I,15
31,JB03,AI,A,3
31,JB03,AP,A,30
31,JB03,AP,I,3
31,JB03,BH,A,618
31,JB03,BH,I,118
31,JB03,HP,A,58
31,JB03,HP,I,16
31,JB03,OT,A,35
31,JB03,OT,I,3
31,JB03,U,A,130
31,JB03,U,I,25
31,JB03,WH,A,359
31,JB03,WH,I,46
31,JB04,AI,A,16
31,JB04,AI,I,2
31,JB04,AP,A,57
31,JB04,AP,I,8
31,JB04,BH,A,1429
31,JB04,BH,I,354
31,JB04,HP,A,81
31,JB04,HP,I,16
31,JB04,OT,A,55
31,JB04,OT,I,18
31,JB04,U,A,249
31,JB04,U,I,53
31,JB04,WH,A,321
31,JB04,WH,I,43
31,JB05,AI,A,10
31,JB05,AI,I,1
31,JB05,AP,A,71
31,JB05,AP,I,4
31,JB05,BH,A,1132
31,JB05,BH,I,170
31,JB05,HP,A,109
31,JB05,HP,I,12
31,JB05,OT,A,49
31,JB05,OT,I,5
31,JB05,U,A,188
31,JB05,U,I,36
31,JB05,WH,A,339
31,JB05,WH,I,35
31,JB06,AI,A,7
31,JB06,AP,A,186
31,JB06,AP,I,14
31,JB06,BH,A,948
31,JB06,BH,I,72
31,JB06,HP,A,50
31,JB06,HP,I,7
31,JB06,OT,A,59
31,JB06,OT,I,3
31,JB06,U,A,248
31,JB06,U,I,25
31,JB06,WH,A,918
31,JB06,WH,I,84
31,JB07,AI,A,20
31,JB07,AI,I,1
31,JB07,AP,A,140
31,JB07,AP,I,8
31,JB07,BH,A,1798
31,JB07,BH,I,301
31,JB07,HP,A,131
31,JB07,HP,I,9
31,JB07,OT,A,78
31,JB07,OT,I,16
31,JB07,U,A,303
31,JB07,U,I,45
31,JB07,WH,A,400
31,JB07,WH,I,51
31,JB08,AI,A,25
31,JB08,AI,I,5
31,JB08,AP,A,27
31,JB08,AP,I,9
31,JB08,BH,A,2263
31,JB08,BH,I,644
31,JB08,HP,A,193
31,JB08,HP,I,39
31,JB08,OT,A,94
31,JB08,OT,I,28
31,JB08,U,A,374
31,JB08,U,I,91
31,JB08,WH,A,284
31,JB08,WH,I,89
31,JB09,AI,A,14
31,JB09,AI,I,1
31,JB09,AP,A,21
31,JB09,AP,I,6
31,JB09,BH,A,852
31,JB09,BH,I,191
31,JB09,HP,A,169
31,JB09,HP,I,20
31,JB09,OT,A,46
31,JB09,OT,I,12
31,JB09,U,A,168
31,JB09,U,I,34
31,JB09,WH,A,280
31,JB09,WH,I,44
31,JB10,AI,A,19
31,JB10,AI,I,2
31,JB10,AP,A,36
31,JB10,AP,I,9
31,JB10,BH,A,2068
31,JB10,BH,I,442
31,JB10,HP,A,156
31,JB10,HP,I,22
31,JB10,OT,A,70
31,JB10,OT,I,15
31,JB10,U,A,284
31,JB10,U,I,64
31,JB10,WH,A,305
31,JB10,WH,I,56
31,JB11,AI,A,10
31,JB11,AI,I,1
31,JB11,AP,A,82
31,JB11,AP,I,4
31,JB11,BH,A,1358
31,JB11,BH,I,155
31,JB11,HP,A,124
31,JB11,HP,I,7
31,JB11,OT,A,47
31,JB11,OT,I,9
31,JB11,U,A,242
31,JB11,U,I,28
31,JB11,WH,A,418
31,JB11,WH,I,34
31,JB12,AI,A,12
31,JB12,AI,I,1
31,JB12,AP,A,39
31,JB12,AP,I,4
31,JB12,BH,A,2069
31,JB12,BH,I,383
31,JB12,HP,A,91
31,JB12,HP,I,14
31,JB12,OT,A,67
31,JB12,OT,I,12
31,JB12,U,A,267
31,JB12,U,I,67
31,JB12,WH,A,173
31,JB12,WH,I,30
31,JB13,AI,A,7
31,JB13,AI,I,4
31,JB13,AP,A,31
31,JB13,AP,I,3
31,JB13,BH,A,1611
31,JB13,BH,I,170
31,JB13,HP,A,60
31,JB13,HP,I,8
31,JB13,OT,A,46
31,JB13,OT,I,6
31,JB13,U,A,258
31,JB13,U,I,19
31,JB13,WH,A,212
31,JB13,WH,I,19
31,JB14,AI,A,14
31,JB14,AI,I,1
31,JB14,AP,A,120
31,JB14,AP,I,9
31,JB14,BH,A,2159
31,JB14,BH,I,235
31,JB14,HP,A,150
31,JB14,HP,I,23
31,JB14,OT,A,86
31,JB14,OT,I,10
31,JB14,U,A,410
31,JB14,U,I,50
31,JB14,WH,A,914
31,JB14,WH,I,78
31,JB15,AI,A,22
31,JB15,AI,I,1
31,JB15,AP,A,27
31,JB15,AP,I,4
31,JB15,BH,A,1631
31,JB15,BH,I,509
31,JB15,HP,A,130
31,JB15,HP,I,16
31,JB15,OT,A,69
31,JB15,OT,I,20
31,JB15,U,A,267
31,JB15,U,I,77
31,JB15,WH,A,211
31,JB15,WH,I,36
31,JB16,AI,A,11
31,JB16,AI,I,3
31,JB16,AP,A,44
31,JB16,AP,I,6
31,JB16,BH,A,1554
31,JB16,BH,I,257
31,JB16,HP,A,138
31,JB16,HP,I,10
31,JB16,OT,A,58
31,JB16,OT,I,9
31,JB16,U,A,275
31,JB16,U,I,50
31,JB16,WH,A,231
31,JB16,WH,I,42
31,JB17,AI,A,23
31,JB17,AP,A,40
31,JB17,AP,I,1
31,JB17,BH,A,2134
31,JB17,BH,I,434
31,JB17,HP,A,127
31,JB17,HP,I,9
31,JB17,OT,A,64
31,JB17,OT,I,18
31,JB17,U,A,322
31,JB17,U,I,58
31,JB17,WH,A,228
31,JB17,WH,I,28
31,JB18,AI,A,28
31,JB18,AI,I,1
31,JB18,AP,A,91
31,JB18,AP,I,15
31,JB18,BH,A,2012
31,JB18,BH,I,433
31,JB18,HP,A,111
31,JB18,HP,I,14
31,JB18,OT,A,79
31,JB18,OT,I,18
31,JB18,U,A,339
31,JB18,U,I,65
31,JB18,WH,A,310
31,JB18,WH,I,43
31,JB19,AI,A,18
31,JB19,AI,I,2
31,JB19,AP,A,23
31,JB19,AP,I,9
31,JB19,BH,A,2230
31,JB19,BH,I,355
31,JB19,HP,A,102
31,JB19,HP,I,9
31,JB19,OT,A,74
31,JB19,OT,I,17
31,JB19,U,A,293
31,JB19,U,I,65
31,JB19,WH,A,239
31,JB19,WH,I,27
31,JB20,AI,A,12
31,JB20,AI,I,2
31,JB20,AP,A,29
31,JB20,AP,I,1
31,JB20,BH,A,1781
31,JB20,BH,I,244
31,JB20,HP,A,74
31,JB20,HP,I,7
31,JB20,OT,A,42
31,JB20,OT,I,8
31,JB20,U,A,190
31,JB20,U,I,38
31,JB20,WH,A,136
31,JB20,WH,I,13
31,JB21,AI,A,16
31,JB21,AI,I,2
31,JB21,AP,A,70
31,JB21,AP,I,6
31,JB21,BH,A,1943
31,JB21,BH,I,213
31,JB21,HP,A,109
31,JB21,HP,I,6
31,JB21,OT,A,75
31,JB21,OT,I,4
31,JB21,U,A,286
31,JB21,U,I,38
31,JB21,WH,A,145
31,JB21,WH,I,15
31,JB22,AI,A,6
31,JB22,AP,A,53
31,JB22,AP,I,2
31,JB22,BH,A,937
31,JB22,BH,I,121
31,JB22,HP,A,67
31,JB22,HP,I,4
31,JB22,OT,A,30
31,JB22,OT,I,8
31,JB22,U,A,153
31,JB22,U,I,22
31,JB22,WH,A,165
31,JB22,WH,I,12
31,LC1,AI,A,23
31,LC1,AI,I,1
31,LC1,AP,A,133
31,LC1,AP,I,13
31,LC1,BH,A,1998
31,LC1,BH,I,494
31,LC1,HP,A,131
31,LC1,HP,I,27
31,LC1,OT,A,72
31,LC1,OT,I,18
31,LC1,U,A,281
31,LC1,U,I,68
31,LC1,WH,A,284
31,LC1,WH,I,45
31,LJ1,AI,A,26
31,LJ1,AI,I,1
31,LJ1,AP,A,64
31,LJ1,AP,I,3
31,LJ1,BH,A,2798
31,LJ1,BH,I,335
31,LJ1,HP,A,164
31,LJ1,HP,I,17
31,LJ1,OT,A,96
31,LJ1,OT,I,13
31,LJ1,U,A,419
31,LJ1,U,I,75
31,LJ1,WH,A,436
31,LJ1,WH,I,41
31,LJ2,AI,A,23
31,LJ2,AP,A,29
31,LJ2,AP,I,2
31,LJ2,BH,A,2305
31,LJ2,BH,I,356
31,LJ2,HP,A,154
31,LJ2,HP,I,27
31,LJ2,OT,A,71
31,LJ2,OT,I,25
31,LJ2,U,A,376
31,LJ2,U,I,83
31,LJ2,WH,A,324
31,LJ2,WH,I,60
31,LJ3,AI,A,14
31,LJ3,AP,A,17
31,LJ3,AP,I,5
31,LJ3,BH,A,1190
31,LJ3,BH,I,119
31,LJ3,HP,A,58
31,LJ3,HP,I,4
31,LJ3,OT,A,45
31,LJ3,OT,I,8
31,LJ3,U,A,180
31,LJ3,U,I,24
31,LJ3,WH,A,194
31,LJ3,WH,I,19
31,LJ4,AI,A,8
31,LJ4,AI,I,1
31,LJ4,AP,A,21
31,LJ4,AP,I,3
31,LJ4,BH,A,1789
31,LJ4,BH,I,203
31,LJ4,HP,A,83
31,LJ4,HP,I,8
31,LJ4,OT,A,61
31,LJ4,OT,I,5
31,LJ4,U,A,262
31,LJ4,U,I,38
31,LJ4,WH,A,210
31,LJ4,WH,I,25
31,LJ5,AI,A,16
31,LJ5,AP,A,27
31,LJ5,AP,I,4
31,LJ5,BH,A,2270
31,LJ5,BH,I,372
31,LJ5,HP,A,177
31,LJ5,HP,I,15
31,LJ5,OT,A,70
31,LJ5,OT,I,15
31,LJ5,U,A,345
31,LJ5,U,I,71
31,LJ5,WH,A,269
31,LJ5,WH,I,44
31,LJ6,AI,A,20
31,LJ6,AI,I,3
31,LJ6,AP,A,39
31,LJ6,AP,I,2
31,LJ6,BH,A,2627
31,LJ6,BH,I,401
31,LJ6,HP,A,114
31,LJ6,HP,I,22
31,LJ6,OT,A,90
31,LJ6,OT,I,14
31,LJ6,U,A,407
31,LJ6,U,I,82
31,LJ6,WH,A,216
31,LJ6,WH,I,26
31,LJ7,AI,A,18
31,LJ7,AI,I,4
31,LJ7,AP,A,24
31,LJ7,AP,I,3
31,LJ7,BH,A,2078
31,LJ7,BH,I,275
31,LJ7,HP,A,148
31,LJ7,HP,I,29
31,LJ7,OT,A,67
31,LJ7,OT,I,17
31,LJ7,U,A,374
31,LJ7,U,I,61
31,LJ7,WH,A,425
31,LJ7,WH,I,71
31,LJ8,AI,A,10
31,LJ8,AI,I,1
31,LJ8,AP,A,16
31,LJ8,AP,I,3
31,LJ8,BH,A,1024
31,LJ8,BH,I,140
31,LJ8,HP,A,40
31,LJ8,HP,I,5
31,LJ8,OT,A,42
31,LJ8,OT,I,10
31,LJ8,U,A,146
31,LJ8,U,I,31
31,LJ8,WH,A,80
31,LJ8,WH,I,7
31,MO1,AI,A,21
31,MO1,AI,I,2
31,MO1,AP,A,60
31,MO1,AP,I,7
31,MO1,BH,A,2114
31,MO1,BH,I,317
31,MO1,HP,A,165
31,MO1,HP,I,22
31,MO1,OT,A,59
31,MO1,OT,I,11
31,MO1,U,A,300
31,MO1,U,I,58
31,MO1,WH,A,309
31,MO1,WH,I,31
31,MO10,AI,A,11
31,MO10,AI,I,2
31,MO10,AP,A,35
31,MO10,AP,I,4
31,MO10,BH,A,1415
31,MO10,BH,I,192
31,MO10,HP,A,84
31,MO10,HP,I,9
31,MO10,OT,A,37
31,MO10,OT,I,4
31,MO10,U,A,205
31,MO10,U,I,34
31,MO10,WH,A,334
31,MO10,WH,I,33
31,MO11,AI,A,17
31,MO11,AP,A,153
31,MO11,AP,I,13
31,MO11,BH,A,1174
31,MO11,BH,I,175
31,MO11,HP,A,67
31,MO11,HP,I,4
31,MO11,OT,A,39
31,MO11,OT,I,6
31,MO11,U,A,166
31,MO11,U,I,28
31,MO11,WH,A,124
31,MO11,WH,I,14
31,MO2,AI,A,12
31,MO2,AP,A,415
31,MO2,AP,I,34
31,MO2,BH,A,752
31,MO2,BH,I,107
31,MO2,HP,A,130
31,MO2,HP,I,11
31,MO2,OT,A,43
31,MO2,OT,I,7
31,MO2,U,A,228
31,MO2,U,I,25
31,MO2,WH,A,345
31,MO2,WH,I,39
31,MO3,AI,A,22
31,MO3,AI,I,1
31,MO3,AP,A,415
31,MO3,AP,I,24
31,MO3,BH,A,1397
31,MO3,BH,I,328
31,MO3,HP,A,103
31,MO3,HP,I,8
31,MO3,OT,A,61
31,MO3,OT,I,13
31,MO3,U,A,307
31,MO3,U,I,67
31,MO3,WH,A,291
31,MO3,WH,I,27
31,MO4,AI,A,13
31,MO4,AP,A,156
31,MO4,AP,I,12
31,MO4,BH,A,1133
31,MO4,BH,I,195
31,MO4,HP,A,140
31,MO4,HP,I,18
31,MO4,OT,A,53
31,MO4,OT,I,8
31,MO4,U,A,221
31,MO4,U,I,28
31,MO4,WH,A,301
31,MO4,WH,I,39
31,MO5,AI,A,15
31,MO5,AI,I,1
31,MO5,AP,A,100
31,MO5,AP,I,12
31,MO5,BH,A,2024
31,MO5,BH,I,205
31,MO5,HP,A,105
31,MO5,HP,I,13
31,MO5,OT,A,69
31,MO5,OT,I,9
31,MO5,U,A,283
31,MO5,U,I,34
31,MO5,WH,A,247
31,MO5,WH,I,40
31,MO6,AI,A,14
31,MO6,AI,I,1
31,MO6,AP,A,91
31,MO6,AP,I,8
31,MO6,BH,A,1676
31,MO6,BH,I,261
31,MO6,HP,A,177
31,MO6,HP,I,23
31,MO6,OT,A,65
31,MO6,OT,I,20
31,MO6,U,A,296
31,MO6,U,I,37
31,MO6,WH,A,421
31,MO6,WH,I,44
31,MO7,AI,A,10
31,MO7,AI,I,3
31,MO7,AP,A,178
31,MO7,AP,I,13
31,MO7,BH,A,1069
31,MO7,BH,I,276
31,MO7,HP,A,110
31,MO7,HP,I,14
31,MO7,OT,A,46
31,MO7,OT,I,8
31,MO7,U,A,188
31,MO7,U,I,52
31,MO7,WH,A,233
31,MO7,WH,I,32
31,MO8,AI,A,27
31,MO8,AP,A,52
31,MO8,AP,I,5
31,MO8,BH,A,2099
31,MO8,BH,I,262
31,MO8,HP,A,163
31,MO8,HP,I,13
31,MO8,OT,A,65
31,MO8,OT,I,11
31,MO8,U,A,317
31,MO8,U,I,42
31,MO8,WH,A,198
31,MO8,WH,I,29
31,MO9,AI,A,6
31,MO9,AI,I,1
31,MO9,AP,A,18
31,MO9,AP,I,1
31,MO9,BH,A,862
31,MO9,BH,I,115
31,MO9,HP,A,95
31,MO9,HP,I,8
31,MO9,OT,A,30
31,MO9,OT,I,2
31,MO9,U,A,129
31,MO9,U,I,15
31,MO9,WH,A,145
31,MO9,WH,I,22
31,OAK1,AI,A,12
31,OAK1,AI,I,2
31,OAK1,AP,A,12
31,OAK1,AP,I,1
31,OAK1,BH,A,1924
31,OAK1,BH,I,390
31,OAK1,HP,A,31
31,OAK1,HP,I,5
31,OAK1,OT,A,55
31,OAK1,OT,I,14
31,OAK1,U,A,214
31,OAK1,U,I,51
31,OAK1,WH,A,78
31,OAK1,WH,I,15
31,OAK2,AI,A,9
31,OAK2,AI,I,1
31,OAK2,AP,A,123
31,OAK2,AP,I,15
31,OAK2,BH,A,1235
31,OAK2,BH,I,306
31,OAK2,HP,A,44
31,OAK2,HP,I,13
31,OAK2,OT,A,52
31,OAK2,OT,I,9
31,OAK2,U,A,156
31,OAK2,U,I,49
31,OAK2,WH,A,67
31,OAK2,WH,I,22
31,OAK3,AI,A,22
31,OAK3,AI,I,2
31,OAK3,AP,A,22
31,OAK3,AP,I,6
31,OAK3,BH,A,2025
31,OAK3,BH,I,519
31,OAK3,HP,A,39
31,OAK3,HP,I,12
31,OAK3,OT,A,65
31,OAK3,OT,I,27
31,OAK3,U,A,245
31,OAK3,U,I,64
31,OAK3,WH,A,92
31,OAK3,WH,I,23
31,OAK4,AI,A,10
31,OAK4,AP,A,17
31,OAK4,AP,I,2
31,OAK4,BH,A,2020
31,OAK4,BH,I,395
31,OAK4,HP,A,33
31,OAK4,HP,I,16
31,OAK4,OT,A,71
31,OAK4,OT,I,17
31,OAK4,U,A,285
31,OAK4,U,I,57
31,OAK4,WH,A,89
31,OAK4,WH,I,18
31,OAK5,AI,A,6
31,OAK5,AP,A,39
31,OAK5,AP,I,4
31,OAK5,BH,A,1049
31,OAK5,BH,I,287
31,OAK5,HP,A,20
31,OAK5,HP,I,15
31,OAK5,OT,A,38
31,OAK5,OT,I,13
31,OAK5,U,A,123
31,OAK5,U,I,53
31,OAK5,WH,A,78
31,OAK5,WH,I,18
31,OAK6,AI,A,11
31,OAK6,AP,A,43
31,OAK6,AP,I,4
31,OAK6,BH,A,945
31,OAK6,BH,I,234
31,OAK6,HP,A,42
31,OAK6,HP,I,7
31,OAK6,OT,A,32
31,OAK6,OT,I,10
31,OAK6,U,A,102
31,OAK6,U,I,30
31,OAK6,WH,A,74
31,OAK6,WH,I,9
31,PH1,AI,A,13
31,PH1,AI,I,1
31,PH1,AP,A,27
31,PH1,AP,I,3
31,PH1,BH,A,1950
31,PH1,BH,I,197
31,PH1,HP,A,60
31,PH1,HP,I,15
31,PH1,OT,A,63
31,PH1,OT,I,10
31,PH1,U,A,340
31,PH1,U,I,49
31,PH1,WH,A,222
31,PH1,WH,I,44
31,PH2,AI,A,17
31,PH2,AP,A,43
31,PH2,AP,I,5
31,PH2,BH,A,2332
31,PH2,BH,I,198
31,PH2,HP,A,113
31,PH2,HP,I,7
31,PH2,OT,A,81
31,PH2,OT,I,8
31,PH2,U,A,451
31,PH2,U,I,41
31,PH2,WH,A,610
31,PH2,WH,I,63
31,RD01,AI,A,9
31,RD01,AI,I,1
31,RD01,AP,A,36
31,RD01,AP,I,2
31,RD01,BH,A,1674
31,RD01,BH,I,179
31,RD01,HP,A,59
31,RD01,HP,I,5
31,RD01,OT,A,42
31,RD01,OT,I,12
31,RD01,U,A,185
31,RD01,U,I,27
31,RD01,WH,A,137
31,RD01,WH,I,17
31,RD02,AI,A,14
31,RD02,AI,I,2
31,RD02,AP,A,42
31,RD02,AP,I,2
31,RD02,BH,A,2273
31,RD02,BH,I,470
31,RD02,HP,A,146
31,RD02,HP,I,19
31,RD02,OT,A,66
31,RD02,OT,I,20
31,RD02,U,A,304
31,RD02,U,I,79
31,RD02,WH,A,142
31,RD02,WH,I,27
31,RD03,AI,A,15
31,RD03,AI,I,2
31,RD03,AP,A,70
31,RD03,AP,I,10
31,RD03,BH,A,2541
31,RD03,BH,I,495
31,RD03,HP,A,76
31,RD03,HP,I,13
31,RD03,OT,A,66
31,RD03,OT,I,17
31,RD03,U,A,305
31,RD03,U,I,73
31,RD03,WH,A,178
31,RD03,WH,I,24
31,RD04,AI,A,16
31,RD04,AI,I,2
31,RD04,AP,A,114
31,RD04,AP,I,13
31,RD04,BH,A,2745
31,RD04,BH,I,576
31,RD04,HP,A,186
31,RD04,HP,I,29
31,RD04,OT,A,92
31,RD04,OT,I,17
31,RD04,U,A,410
31,RD04,U,I,92
31,RD04,WH,A,280
31,RD04,WH,I,40
31,RD05,AI,A,12
31,RD05,AI,I,1
31,RD05,AP,A,32
31,RD05,AP,I,10
31,RD05,BH,A,2012
31,RD05,BH,I,330
31,RD05,HP,A,108
31,RD05,HP,I,13
31,RD05,OT,A,60
31,RD05,OT,I,10
31,RD05,U,A,254
31,RD05,U,I,58
31,RD05,WH,A,178
31,RD05,WH,I,19
31,RD06,AI,A,16
31,RD06,AI,I,3
31,RD06,AP,A,80
31,RD06,AP,I,6
31,RD06,BH,A,2060
31,RD06,BH,I,555
31,RD06,HP,A,236
31,RD06,HP,I,41
31,RD06,OT,A,84
31,RD06,OT,I,20
31,RD06,U,A,333
31,RD06,U,I,82
31,RD06,WH,A,375
31,RD06,WH,I,60
31,RD07,AI,A,17
31,RD07,AI,I,1
31,RD07,AP,A,123
31,RD07,AP,I,14
31,RD07,BH,A,1707
31,RD07,BH,I,476
31,RD07,HP,A,208
31,RD07,HP,I,36
31,RD07,OT,A,70
31,RD07,OT,I,12
31,RD07,U,A,259
31,RD07,U,I,77
31,RD07,WH,A,226
31,RD07,WH,I,42
31,RD08,AI,A,14
31,RD08,AP,A,43
31,RD08,AP,I,6
31,RD08,BH,A,1963
31,RD08,BH,I,225
31,RD08,HP,A,90
31,RD08,HP,I,8
31,RD08,OT,A,88
31,RD08,OT,I,6
31,RD08,U,A,285
31,RD08,U,I,31
31,RD08,WH,A,201
31,RD08,WH,I,26
31,RD09,AI,A,11
31,RD09,AI,I,2
31,RD09,AP,A,157
31,RD09,AP,I,14
31,RD09,BH,A,1589
31,RD09,BH,I,308
31,RD09,HP,A,75
31,RD09,HP,I,10
31,RD09,OT,A,47
31,RD09,OT,I,10
31,RD09,U,A,245
31,RD09,U,I,62
31,RD09,WH,A,168
31,RD09,WH,I,16
31,RD10,AI,A,19
31,RD10,AI,I,8
31,RD10,AP,A,5
31,RD10,AP,I,5
31,RD10,BH,A,2072
31,RD10,BH,I,671
31,RD10,HP,A,28
31,RD10,HP,I,15
31,RD10,OT,A,63
31,RD10,OT,I,32
31,RD10,U,A,257
31,RD10,U,I,80
31,RD10,WH,A,122
31,RD10,WH,I,14
31,RD11,AI,A,8
31,RD11,AP,A,5
31,RD11,AP,I,3
31,RD11,BH,A,1402
31,RD11,BH,I,193
31,RD11,HP,A,30
31,RD11,HP,I,3
31,RD11,OT,A,33
31,RD11,OT,I,10
31,RD11,U,A,173
31,RD11,U,I,24
31,RD11,WH,A,88
31,RD11,WH,I,13
31,RD12,AI,A,19
31,RD12,AI,I,1
31,RD12,AP,A,72
31,RD12,AP,I,6
31,RD12,BH,A,2102
31,RD12,BH,I,265
31,RD12,HP,A,76
31,RD12,HP,I,7
31,RD12,OT,A,61
31,RD12,OT,I,11
31,RD12,U,A,282
31,RD12,U,I,34
31,RD12,WH,A,173
31,RD12,WH,I,15
32,AB,BH,A,7
32,AB,HP,I,1
32,AB,OT,A,1
32,AB,U,A,6
32,AB,WH,A,92
32,AB,WH,I,4
32,AG,AI,A,4
32,AG,AP,A,1
32,AG,BH,A,50
32,AG,BH,I,5
32,AG,HP,A,7
32,AG,HP,I,4
32,AG,OT,A,5
32,AG,U,A,26
32,AG,WH,A,275
32,AG,WH,I,12
32,D,AI,I,1
32,D,AP,A,1
32,D,BH,A,65
32,D,BH,I,4
32,D,HP,A,1
32,D,HP,I,1
32,D,OT,A,1
32,D,U,A,13
32,D,WH,A,248
32,D,WH,I,10
32,F,AI,A,2
32,F,BH,A,25
32,F,BH,I,1
32,F,HP,A,1
32,F,OT,A,2
32,F,U,A,10
32,F,U,I,1
32,F,WH,A,212
32,F,WH,I,18
32,H,AI,A,4
32,H,AP,A,11
32,H,AP,I,1
32,H,BH,A,931
32,H,BH,I,62
32,H,HP,A,22
32,H,HP,I,2
32,H,OT,A,29
32,H,OT,I,3
32,H,U,A,171
32,H,U,I,18
32,H,WH,A,1909
32,H,WH,I,121
33,AC1A,AI,A,28
33,AC1A,AI,I,4
33,AC1A,AP,A,211
33,AC1A,AP,I,13
33,AC1A,BH,A,1071
33,AC1A,BH,I,105
33,AC1A,HP,A,356
33,AC1A,HP,I,26
33,AC1A,OT,A,143
33,AC1A,OT,I,7
33,AC1A,U,A,516
33,AC1A,U,I,58
33,AC1A,WH,A,3093
33,AC1A,WH,I,342
33,AC1B,AI,A,37
33,AC1B,AI,I,2
33,AC1B,AP,A,82
33,AC1B,AP,I,7
33,AC1B,BH,A,990
33,AC1B,BH,I,96
33,AC1B,HP,A,314
33,AC1B,HP,I,33
33,AC1B,OT,A,120
33,AC1B,OT,I,12
33,AC1B,U,A,419
33,AC1B,U,I,52
33,AC1B,WH,A,3167
33,AC1B,WH,I,284
33,AC1C,AI,A,41
33,AC1C,AI,I,4
33,AC1C,AP,A,173
33,AC1C,AP,I,10
33,AC1C,BH,A,1652
33,AC1C,BH,I,178
33,AC1C,HP,A,418
33,AC1C,HP,I,37
33,AC1C,OT,A,122
33,AC1C,OT,I,15
33,AC1C,U,A,491
33,AC1C,U,I,73
33,AC1C,WH,A,1963
33,AC1C,WH,I,209
33,AD01,AI,A,3
33,AD01,AI,I,1
33,AD01,AP,A,142
33,AD01,AP,I,6
33,AD01,BH,A,243
33,AD01,BH,I,30
33,AD01,HP,A,118
33,AD01,HP,I,15
33,AD01,OT,A,71
33,AD01,OT,I,8
33,AD01,U,A,217
33,AD01,U,I,22
33,AD01,WH,A,1544
33,AD01,WH,I,107
33,AU1A,AI,A,13
33,AU1A,AP,A,25
33,AU1A,AP,I,5
33,AU1A,BH,A,1259
33,AU1A,BH,I,165
33,AU1A,HP,A,209
33,AU1A,HP,I,14
33,AU1A,OT,A,72
33,AU1A,OT,I,7
33,AU1A,U,A,271
33,AU1A,U,I,37
33,AU1A,WH,A,622
33,AU1A,WH,I,61
33,AU1B,AI,A,16
33,AU1B,AP,A,20
33,AU1B,AP,I,2
33,AU1B,BH,A,1626
33,AU1B,BH,I,186
33,AU1B,HP,A,123
33,AU1B,HP,I,15
33,AU1B,OT,A,51
33,AU1B,OT,I,11
33,AU1B,U,A,303
33,AU1B,U,I,34
33,AU1B,WH,A,362
33,AU1B,WH,I,46
33,BF02,AI,A,19
33,BF02,AI,I,2
33,BF02,AP,A,213
33,BF02,AP,I,11
33,BF02,BH,A,384
33,BF02,BH,I,51
33,BF02,HP,A,174
33,BF02,HP,I,16
33,BF02,OT,A,90
33,BF02,OT,I,8
33,BF02,U,A,289
33,BF02,U,I,39
33,BF02,WH,A,1757
33,BF02,WH,I,158
33,BF03,AI,A,14
33,BF03,AI,I,2
33,BF03,AP,A,67
33,BF03,AP,I,9
33,BF03,BH,A,322
33,BF03,BH,I,53
33,BF03,HP,A,205
33,BF03,HP,I,14
33,BF03,OT,A,69
33,BF03,OT,I,7
33,BF03,U,A,223
