county_code,county_precinct_id,race,registered_voters
31,JB16,white,273
31,JB17,aapi,41
31,JB17,black,2568
31,JB17,hispanic,136
31,JB17,native_american,23
31,JB17,other,462
31,JB17,white,256
31,JB18,aapi,106
31,JB18,black,2445
31,JB18,hispanic,125
31,JB18,native_american,29
31,JB18,other,501
31,JB18,white,353
31,JB19,aapi,32
31,JB19,black,2585
31,JB19,hispanic,111
31,JB19,native_american,20
31,JB19,other,449
31,JB19,white,266
31,JB20,aapi,30
31,JB20,black,2025
31,JB20,hispanic,81
31,JB20,native_american,14
31,JB20,other,278
31,JB20,white,149
31,JB21,aapi,76
31,JB21,black,2156
31,JB21,hispanic,115
31,JB21,native_american,18
31,JB21,other,403
31,JB21,white,160
31,JB22,aapi,55
31,JB22,black,1058
31,JB22,hispanic,71
31,JB22,native_american,6
31,JB22,other,213
31,JB22,white,177
31,LC1,aapi,146
31,LC1,black,2492
31,LC1,hispanic,158
31,LC1,native_american,24
31,LC1,other,439
31,LC1,white,329
31,LJ1,aapi,67
31,LJ1,black,3133
31,LJ1,hispanic,181
31,LJ1,native_american,27
31,LJ1,other,603
31,LJ1,white,477
31,LJ2,aapi,31
31,LJ2,black,2661
31,LJ2,hispanic,181
31,LJ2,native_american,23
31,LJ2,other,555
31,LJ2,white,384
31,LJ3,aapi,22
31,LJ3,black,1309
31,LJ3,hispanic,62
31,LJ3,native_american,14
31,LJ3,other,257
31,LJ3,white,213
31,LJ4,aapi,24
31,LJ4,black,1992
31,LJ4,hispanic,91
31,LJ4,native_american,9
31,LJ4,other,366
31,LJ4,white,235
31,LJ5,aapi,31
31,LJ5,black,2642
31,LJ5,hispanic,192
31,LJ5,native_american,16
31,LJ5,other,501
31,LJ5,white,313
31,LJ6,aapi,41
31,LJ6,black,3028
31,LJ6,hispanic,136
31,LJ6,native_american,23
31,LJ6,other,593
31,LJ6,white,242
31,LJ7,aapi,27
31,LJ7,black,2353
31,LJ7,hispanic,177
31,LJ7,native_american,22
31,LJ7,other,519
31,LJ7,white,496
31,LJ8,aapi,19
31,LJ8,black,1164
31,LJ8,hispanic,45
31,LJ8,native_american,11
31,LJ8,other,229
31,LJ8,white,87
31,MO1,aapi,67
31,MO1,black,2431
31,MO1,hispanic,187
31,MO1,native_american,23
31,MO1,other,428
31,MO1,white,340
31,MO10,aapi,39
31,MO10,black,1607
31,MO10,hispanic,93
31,MO10,native_american,13
31,MO10,other,280
31,MO10,white,367
31,MO11,aapi,166
31,MO11,black,1349
31,MO11,hispanic,71
31,MO11,native_american,17
31,MO11,other,239
31,MO11,white,138
31,MO2,aapi,449
31,MO2,black,859
31,MO2,hispanic,141
31,MO2,native_american,12
31,MO2,other,303
31,MO2,white,384
31,MO3,aapi,439
31,MO3,black,1725
31,MO3,hispanic,111
31,MO3,native_american,23
31,MO3,other,448
31,MO3,white,318
31,MO4,aapi,168
31,MO4,black,1328
31,MO4,hispanic,158
31,MO4,native_american,13
31,MO4,other,310
31,MO4,white,340
31,MO5,aapi,112
31,MO5,black,2229
31,MO5,hispanic,118
31,MO5,native_american,16
31,MO5,other,395
31,MO5,white,287
31,MO6,aapi,99
31,MO6,black,1937
31,MO6,hispanic,200
31,MO6,native_american,15
31,MO6,other,418
31,MO6,white,465
31,MO7,aapi,191
31,MO7,black,1345
31,MO7,hispanic,124
31,MO7,native_american,13
31,MO7,other,294
31,MO7,white,265
31,MO8,aapi,57
31,MO8,black,2361
31,MO8,hispanic,176
31,MO8,native_american,27
31,MO8,other,435
31,MO8,white,227
31,MO9,aapi,19
31,MO9,black,977
31,MO9,hispanic,103
31,MO9,native_american,7
31,MO9,other,176
31,MO9,white,167
31,OAK1,aapi,13
31,OAK1,black,2314
31,OAK1,hispanic,36
31,OAK1,native_american,14
31,OAK1,other,334
31,OAK1,white,93
31,OAK2,aapi,138
31,OAK2,black,1541
31,OAK2,hispanic,57
31,OAK2,native_american,10
31,OAK2,other,266
31,OAK2,white,89
31,OAK3,aapi,28
31,OAK3,black,2544
31,OAK3,hispanic,51
31,OAK3,native_american,24
31,OAK3,other,401
31,OAK3,white,115
31,OAK4,aapi,19
31,OAK4,black,2415
31,OAK4,hispanic,49
31,OAK4,native_american,10
31,OAK4,other,430
31,OAK4,white,107
31,OAK5,aapi,43
31,OAK5,black,1336
31,OAK5,hispanic,35
31,OAK5,native_american,6
31,OAK5,other,227
31,OAK5,white,96
31,OAK6,aapi,47
31,OAK6,black,1179
31,OAK6,hispanic,49
31,OAK6,native_american,11
31,OAK6,other,174
31,OAK6,white,83
31,PH1,aapi,30
31,PH1,black,2147
31,PH1,hispanic,75
31,PH1,native_american,14
31,PH1,other,462
31,PH1,white,266
31,PH2,aapi,48
31,PH2,black,2530
31,PH2,hispanic,120
31,PH2,native_american,17
31,PH2,other,581
31,PH2,white,673
31,RD01,aapi,38
31,RD01,black,1853
31,RD01,hispanic,64
31,RD01,native_american,10
31,RD01,other,266
31,RD01,white,154
31,RD02,aapi,44
31,RD02,black,2743
31,RD02,hispanic,165
31,RD02,native_american,16
31,RD02,other,469
31,RD02,white,169
31,RD03,aapi,80
31,RD03,black,3036
31,RD03,hispanic,89
31,RD03,native_american,17
31,RD03,other,461
31,RD03,white,202
31,RD04,aapi,127
31,RD04,black,3321
31,RD04,hispanic,215
31,RD04,native_american,18
31,RD04,other,611
31,RD04,white,320
31,RD05,aapi,42
31,RD05,black,2342
31,RD05,hispanic,121
31,RD05,native_american,13
31,RD05,other,382
31,RD05,white,197
31,RD06,aapi,86
31,RD06,black,2615
31,RD06,hispanic,277
31,RD06,native_american,19
31,RD06,other,519
31,RD06,white,435
31,RD07,aapi,137
31,RD07,black,2183
31,RD07,hispanic,244
31,RD07,native_american,18
31,RD07,other,418
31,RD07,white,268
31,RD08,aapi,49
31,RD08,black,2188
31,RD08,hispanic,98
31,RD08,native_american,14
31,RD08,other,410
31,RD08,white,227
31,RD09,aapi,171
31,RD09,black,1897
31,RD09,hispanic,85
31,RD09,native_american,13
31,RD09,other,364
31,RD09,white,184
31,RD10,aapi,10
31,RD10,black,2743
31,RD10,hispanic,43
31,RD10,native_american,27
31,RD10,other,432
31,RD10,white,136
31,RD11,aapi,8
31,RD11,black,1595
31,RD11,hispanic,33
31,RD11,native_american,8
31,RD11,other,240
31,RD11,white,101
31,RD12,aapi,78
31,RD12,black,2367
31,RD12,hispanic,83
31,RD12,native_american,20
31,RD12,other,388
31,RD12,white,188
32,AB,black,7
32,AB,hispanic,1
32,AB,other,7
32,AB,white,96
32,AG,aapi,1
32,AG,black,55
32,AG,hispanic,11
32,AG,native_american,4
32,AG,other,31
32,AG,white,287
32,D,aapi,1
32,D,black,69
32,D,hispanic,2
32,D,native_american,1
32,D,other,14
32,D,white,258
32,F,black,26
32,F,hispanic,1
32,F,native_american,2
32,F,other,13
32,F,white,230
32,H,aapi,12
32,H,black,993
32,H,hispanic,24
32,H,native_american,4
32,H,other,221
32,H,white,2030
33,AC1A,aapi,224
33,AC1A,black,1176
33,AC1A,hispanic,382
33,AC1A,native_american,32
33,AC1A,other,724
33,AC1A,white,3435
33,AC1B,aapi,89
33,AC1B,black,1086
33,AC1B,hispanic,347
33,AC1B,native_american,39
33,AC1B,other,603
33,AC1B,white,3451
33,AC1C,aapi,183
33,AC1C,black,1830
33,AC1C,hispanic,455
33,AC1C,native_american,45
33,AC1C,other,701
33,AC1C,white,2172
33,AD01,aapi,148
33,AD01,black,273
33,AD01,hispanic,133
33,AD01,native_american,4
33,AD01,other,318
33,AD01,white,1651
33,AU1A,aapi,30
33,AU1A,black,1424
33,AU1A,hispanic,223
33,AU1A,native_american,13
33,AU1A,other,387
33,AU1A,white,683
33,AU1B,aapi,22
33,AU1B,black,1812
33,AU1B,hispanic,138
33,AU1B,native_american,16
33,AU1B,other,399
33,AU1B,white,408
33,BF02,aapi,224
33,BF02,black,435
33,BF02,hispanic,190
33,BF02,native_american,21
33,BF02,other,426
33,BF02,white,1915
33,BF03,aapi,76
33,BF03,black,375
33,BF03,hispanic,219
33,BF03,native_american,16
33,BF03,other,331
33,BF03,white,1478
33,BF04,aapi,88
33,BF04,black,446
33,BF04,hispanic,271
33,BF04,native_american,20
33,BF04,other,387
33,BF04,white,2514
33,BG01,aapi,70
33,BG01,black,400
33,BG01,hispanic,152
33,BG01,native_american,16
33,BG01,other,254
33,BG01,white,1558
33,BG02,aapi,111
33,BG02,black,579
33,BG02,hispanic,176
33,BG02,native_american,19
33,BG02,other,383
33,BG02,white,2061
33,BK01,aapi,255
33,BK01,black,1362
33,BK01,hispanic,346
33,BK01,native_american,44
33,BK01,other,655
33,BK01,white,2335
33,BR01,aapi,56
33,BR01,black,1053
33,BR01,hispanic,313
33,BR01,native_american,16
33,BR01,other,344
33,BR01,white,1075
33,BR02,aapi,122
33,BR02,black,1452
33,BR02,hispanic,283
33,BR02,native_american,20
33,BR02,other,505
33,BR02,white,1602
33,BT01,aapi,7
33,BT01,black,1634
33,BT01,hispanic,88
33,BT01,native_american,12
33,BT01,other,277
33,BT01,white,152
33,BT02,aapi,33
33,BT02,black,4673
33,BT02,hispanic,388
33,BT02,native_american,42
33,BT02,other,878
33,BT02,white,462
33,BW01,aapi,244
33,BW01,black,460
33,BW01,hispanic,129
33,BW01,native_american,13
33,BW01,other,393
33,BW01,white,1590
33,CA01,aapi,198
33,CA01,black,2310
33,CA01,hispanic,364
33,CA01,native_american,63
33,CA01,other,975
33,CA01,white,2796
33,CH02,aapi,126
33,CH02,black,413
33,CH02,hispanic,110
33,CH02,native_american,14
33,CH02,other,309
33,CH02,white,2320
33,CH03,aapi,97
33,CH03,black,845
33,CH03,hispanic,159
33,CH03,native_american,18
33,CH03,other,430
33,CH03,white,2665
33,CK01,aapi,159
33,CK01,black,2044
33,CK01,hispanic,428
33,CK01,native_american,64
33,CK01,other,918
33,CK01,white,3134
33,CL01,aapi,19
33,CL01,black,729
33,CL01,hispanic,189
33,CL01,native_american,10
33,CL01,other,238
33,CL01,white,795
33,CL02,aapi,59
33,CL02,black,2927
33,CL02,hispanic,288
33,CL02,native_american,32
33,CL02,other,709
33,CL02,white,1569
33,CO01,aapi,73
33,CO01,black,3105
33,CO01,hispanic,385
33,CO01,native_american,29
33,CO01,other,734
33,CO01,white,1098
33,CR01,aapi,173
33,CR01,black,128
33,CR01,hispanic,75
33,CR01,native_american,9
33,CR01,other,308
33,CR01,white,2529
33,DC01,aapi,244
33,DC01,black,104
33,DC01,hispanic,88
33,DC01,native_american,5
33,DC01,other,279
33,DC01,white,2206
33,DI01,aapi,36
33,DI01,black,1260
33,DI01,hispanic,465
33,DI01,native_american,27
33,DI01,other,444
33,DI01,white,911
33,DI02,aapi,115
33,DI02,black,1758
33,DI02,hispanic,283
33,DI02,native_american,44
33,DI02,other,649
33,DI02,white,1556
33,DL01,aapi,104
33,DL01,black,795
33,DL01,hispanic,199
33,DL01,native_american,12
33,DL01,other,366
33,DL01,white,1920
33,DO01,aapi,195
33,DO01,black,93
33,DO01,hispanic,56
33,DO01,native_american,9
33,DO01,other,222
33,DO01,white,1631
33,DU01,aapi,96
33,DU01,black,460
33,DU01,hispanic,145
33,DU01,native_american,27
33,DU01,other,392
33,DU01,white,3318
33,DV01,aapi,93
33,DV01,black,166
33,DV01,hispanic,120
33,DV01,native_american,14
33,DV01,other,246
33,DV01,white,1540
33,EA01,aapi,224
33,EA01,black,81
33,EA01,hispanic,86
33,EA01,native_american,12
33,EA01,other,332
33,EA01,white,2372
33,EA02,aapi,164
33,EA02,black,280
33,EA02,hispanic,141
33,EA02,native_american,10
33,EA02,other,411
33,EA02,white,3192
33,EL01,aapi,317
33,EL01,black,1630
33,EL01,hispanic,298
33,EL01,native_american,40
33,EL01,other,707
33,EL01,white,1646
33,EL02,aapi,101
33,EL02,black,287
33,EL02,hispanic,119
33,EL02,native_american,18
33,EL02,other,303
33,EL02,white,1720
33,EL03,aapi,146
33,EL03,black,242
33,EL03,hispanic,137
33,EL03,native_american,16
33,EL03,other,296
33,EL03,white,2057
33,EL04,aapi,261
33,EL04,black,634
33,EL04,hispanic,289
33,EL04,native_american,24
33,EL04,other,442
33,EL04,white,1444
33,EL05,aapi,174
33,EL05,black,278
33,EL05,hispanic,114
33,EL05,native_american,17
33,EL05,other,325
33,EL05,white,2117
33,EP01,aapi,161
33,EP01,black,706
33,EP01,hispanic,177
33,EP01,native_american,15
33,EP01,other,370
33,EP01,white,1311
33,FO02,aapi,218
33,FO02,black,2198
33,FO02,hispanic,1006
33,FO02,native_american,29
33,FO02,other,756
33,FO02,white,1605
33,FO04,aapi,130
33,FO04,black,2118
33,FO04,hispanic,1104
33,FO04,native_american,32
33,FO04,other,772
33,FO04,white,1482
33,FP01,aapi,496
33,FP01,black,243
33,FP01,hispanic,133
33,FP01,native_american,16
33,FP01,other,411
33,FP01,white,2249
33,FR01,aapi,67
33,FR01,black,370
33,FR01,hispanic,115
33,FR01,native_american,17
33,FR01,other,365
33,FR01,white,2491
33,FY01,aapi,118
33,FY01,black,378
33,FY01,hispanic,115
33,FY01,native_american,12
33,FY01,other,310
33,FY01,white,1931
33,GM01,aapi,112
33,GM01,black,222
33,GM01,hispanic,118
33,GM01,native_american,16
33,GM01,other,334
33,GM01,white,2219
33,GT01,aapi,143
33,GT01,black,504
33,GT01,hispanic,282
33,GT01,native_american,23
33,GT01,other,491
33,GT01,white,2701
33,HL01,aapi,22
33,HL01,black,1485
33,HL01,hispanic,249
33,HL01,native_american,17
33,HL01,other,329
33,HL01,white,576
33,HL02,aapi,84
33,HL02,black,2306
33,HL02,hispanic,287
33,HL02,native_american,28
33,HL02,other,566
33,HL02,white,818
33,HR01,aapi,76
33,HR01,black,322
33,HR01,hispanic,127
33,HR01,native_american,21
33,HR01,other,291
33,HR01,white,2491
33,HT01,aapi,242
33,HT01,black,186
33,HT01,hispanic,161
33,HT01,native_american,15
33,HT01,other,467
33,HT01,white,3335
33,HY01,aapi,128
33,HY01,black,527
33,HY01,hispanic,190
33,HY01,native_american,21
33,HY01,other,397
33,HY01,white,2925
33,KE1A,aapi,59
33,KE1A,black,602
33,KE1A,hispanic,164
33,KE1A,native_american,25
33,KE1A,other,334
33,KE1A,white,1507
33,KE2A,aapi,210
33,KE2A,black,736
33,KE2A,hispanic,378
33,KE2A,native_american,30
33,KE2A,other,488
33,KE2A,white,2304
33,KE3A,aapi,240
33,KE3A,black,2211
33,KE3A,hispanic,433
33,KE3A,native_american,48
33,KE3A,other,983
33,KE3A,white,3225
33,KE4A,aapi,133
33,KE4A,black,761
33,KE4A,hispanic,280
33,KE4A,native_american,36
33,KE4A,other,489
33,KE4A,white,2397
33,KE5A,aapi,189
33,KE5A,black,1509
33,KE5A,hispanic,331
33,KE5A,native_american,45
33,KE5A,other,759
33,KE5A,white,3364
33,KL01,aapi,50
33,KL01,black,162
33,KL01,hispanic,98
33,KL01,native_american,13
33,KL01,other,217
33,KL01,white,1522
33,KP01,aapi,46
33,KP01,black,133
33,KP01,hispanic,73
33,KP01,native_american,12
33,KP01,other,181
33,KP01,white,1627
33,KP02,aapi,132
33,KP02,black,682
33,KP02,hispanic,147
33,KP02,native_american,20
33,KP02,other,399
33,KP02,white,2797
33,KP03,aapi,103
33,KP03,black,460
33,KP03,hispanic,117
33,KP03,native_american,13
33,KP03,other,397
33,KP03,white,3148
33,LA01,aapi,240
33,LA01,black,318
33,LA01,hispanic,181
33,LA01,native_american,15
33,LA01,other,402
33,LA01,white,2600
33,LI01,aapi,139
33,LI01,black,2485
33,LI01,hispanic,145
33,LI01,native_american,27
33,LI01,other,666
33,LI01,white,1569
33,LM01,aapi,67
33,LM01,black,709
33,LM01,hispanic,129
33,LM01,native_american,21
33,LM01,other,397
33,LM01,white,2492
33,LM02,aapi,73
33,LM02,black,356
33,LM02,hispanic,109
33,LM02,native_american,10
33,LM02,other,407
33,LM02,white,3310
33,LM03,aapi,84
33,LM03,black,1086
33,LM03,hispanic,188
33,LM03,native_american,27
33,LM03,other,525
33,LM03,white,3781
33,LM04,aapi,109
33,LM04,black,365
33,LM04,hispanic,75
33,LM04,native_american,12
33,LM04,other,253
33,LM04,white,1872
33,MA01,aapi,82
33,MA01,black,2362
33,MA01,hispanic,401
33,MA01,native_american,30
33,MA01,other,721
33,MA01,white,1833
33,MA02,aapi,31
33,MA02,black,1714
33,MA02,hispanic,391
33,MA02,native_american,25
33,MA02,other,421
33,MA02,white,927
33,MA03,aapi,39
33,MA03,black,779
33,MA03,hispanic,251
33,MA03,native_american,15
33,MA03,other,400
33,MA03,white,1554
33,MA04,aapi,38
33,MA04,black,333
33,MA04,hispanic,79
33,MA04,native_american,8
33,MA04,other,170
33,MA04,white,995
33,MB01,aapi,30
33,MB01,black,78
33,MB01,hispanic,46
33,MB01,native_american,5
33,MB01,other,152
33,MB01,white,1397
33,MC01,aapi,108
33,MC01,black,2247
33,MC01,hispanic,338
33,MC01,native_american,32
33,MC01,other,585
33,MC01,white,1134
33,MD01,aapi,275
33,MD01,black,190
33,MD01,hispanic,166
33,MD01,native_american,15
33,MD01,other,415
33,MD01,white,3069
33,ME01,aapi,50
33,ME01,black,1526
33,ME01,hispanic,188
33,ME01,native_american,20
33,ME01,other,458
33,ME01,white,1538
33,MK01,aapi,61
33,MK01,black,150
33,MK01,hispanic,54
33,MK01,native_american,10
33,MK01,other,173
33,MK01,white,1401
33,ML01,aapi,60
33,ML01,black,437
33,ML01,hispanic,146
33,ML01,native_american,19
33,ML01,other,383
33,ML01,white,2407
33,MR1A,aapi,82
33,MR1A,black,1672
33,MR1A,hispanic,585
33,MR1A,native_american,36
33,MR1A,other,630
33,MR1A,white,1849
33,MR2A,aapi,35
33,MR2A,black,218
33,MR2A,hispanic,55
33,MR2A,native_american,10
33,MR2A,other,161
33,MR2A,white,1613
33,MR2B,aapi,102
33,MR2B,black,1715
33,MR2B,hispanic,274
33,MR2B,native_american,25
33,MR2B,other,606
33,MR2B,white,2084
33,MR3A,aapi,72
33,MR3A,black,1002
33,MR3A,hispanic,159
33,MR3A,native_american,16
33,MR3A,other,499
33,MR3A,white,2900
33,MR3B,aapi,40
33,MR3B,black,1190
33,MR3B,hispanic,173
33,MR3B,native_american,17
33,MR3B,other,320
33,MR3B,white,489
33,MR4A,aapi,24
33,MR4A,black,48
33,MR4A,hispanic,29
33,MR4A,native_american,2
33,MR4A,other,135
33,MR4A,white,1810
33,MR4B,aapi,78
33,MR4B,black,303
33,MR4B,hispanic,119
33,MR4B,native_american,11
33,MR4B,other,277
33,MR4B,white,1372
33,MR4C,aapi,83
33,MR4C,black,368
33,MR4C,hispanic,73
33,MR4C,native_american,10
33,MR4C,other,274
33,MR4C,white,2106
33,MR5A,aapi,55
33,MR5A,black,1442
33,MR5A,hispanic,232
33,MR5A,native_american,24
33,MR5A,other,447
33,MR5A,white,1475
33,MR5B,aapi,83
33,MR5B,black,1482
33,MR5B,hispanic,214
33,MR5B,native_american,22
33,MR5B,other,537
33,MR5B,white,975
33,MR6A,aapi,53
33,MR6A,black,1115
33,MR6A,hispanic,268
33,MR6A,native_american,24
33,MR6A,other,394
33,MR6A,white,925
33,MR6B,aapi,192
33,MR6B,black,575
33,MR6B,hispanic,161
33,MR6B,native_american,11
33,MR6B,other,321
33,MR6B,white,1767
33,MR7A,aapi,60
33,MR7A,black,1880
33,MR7A,hispanic,396
33,MR7A,native_american,31
33,MR7A,other,566
33,MR7A,white,949
33,MS01,aapi,60
33,MS01,black,321
33,MS01,hispanic,162
33,MS01,native_american,23
33,MS01,other,382
33,MS01,white,2937
33,MS02,aapi,85
33,MS02,black,447
33,MS02,hispanic,221
33,MS02,native_american,25
33,MS02,other,336
33,MS02,white,1864
33,MT01,aapi,295
33,MT01,black,99
33,MT01,hispanic,99
33,MT01,native_american,6
33,MT01,other,412
33,MT01,white,3324
33,MT03,aapi,386
33,MT03,black,162
33,MT03,hispanic,78
33,MT03,native_american,17
33,MT03,other,366
33,MT03,white,2404
33,MT04,aapi,159
33,MT04,black,102
33,MT04,hispanic,74
33,MT04,native_american,7
33,MT04,other,323
33,MT04,white,2409
33,NC01,aapi,115
33,NC01,black,507
33,NC01,hispanic,151
33,NC01,native_american,14
33,NC01,other,296
33,NC01,white,1276
33,NJ01,aapi,194
33,NJ01,black,2333
33,NJ01,hispanic,198
33,NJ01,native_american,51
33,NJ01,other,852
33,NJ01,white,1766
33,NP01,aapi,95
33,NP01,black,1476
33,NP01,hispanic,563
33,NP01,native_american,27
33,NP01,other,679
33,NP01,white,2336
33,NS01,aapi,48
33,NS01,black,274
33,NS01,hispanic,144
33,NS01,native_american,18
33,NS01,other,307
33,NS01,white,1769
33,OK01,aapi,178
33,OK01,black,977
33,OK01,hispanic,163
33,OK01,native_american,26
33,OK01,other,520
33,OK01,white,2272
33,OR01,aapi,54
33,OR01,black,288
33,OR01,hispanic,54
33,OR01,native_american,4
33,OR01,other,179
33,OR01,white,1131
33,OR02,aapi,152
33,OR02,black,2511
33,OR02,hispanic,672
33,OR02,native_american,38
33,OR02,other,833
33,OR02,white,1613
33,OR03,aapi,104
33,OR03,black,2430
33,OR03,hispanic,919
33,OR03,native_american,35
33,OR03,other,794
33,OR03,white,1784
33,OR04,aapi,107
33,OR04,black,2073
33,OR04,hispanic,544
33,OR04,native_american,27
33,OR04,other,592
33,OR04,white,1446
33,OR05,aapi,82
33,OR05,black,1419
33,OR05,hispanic,177
33,OR05,native_american,18
33,OR05,other,451
33,OR05,white,1851
33,PE01,aapi,45
33,PE01,black,2981
33,PE01,hispanic,587
33,PE01,native_american,24
33,PE01,other,674
33,PE01,white,1019
33,PF01,aapi,120
33,PF01,black,386
33,PF01,hispanic,258
33,PF01,native_american,16
33,PF01,other,426
33,PF01,white,2422
33,PM01,aapi,136
33,PM01,black,424
33,PM01,hispanic,131
33,PM01,native_american,9
33,PM01,other,392
33,PM01,white,2596
33,PM02,aapi,135
33,PM02,black,253
33,PM02,hispanic,84
33,PM02,native_american,9
33,PM02,other,332
33,PM02,white,2459
33,PO01,aapi,163
33,PO01,black,214
33,PO01,hispanic,133
33,PO01,native_american,19
33,PO01,other,407
33,PO01,white,2853
33,PP01,aapi,225
33,PP01,black,217
33,PP01,hispanic,112
33,PP01,native_american,12
33,PP01,other,321
33,PP01,white,2295
33,PR01,aapi,112
33,PR01,black,354
33,PR01,hispanic,182
33,PR01,native_american,15
33,PR01,other,328
33,PR01,white,1881
33,PS1A,aapi,72
33,PS1A,black,2549
33,PS1A,hispanic,240
33,PS1A,native_american,32
33,PS1A,other,604
33,PS1A,white,1504
33,PS2A,aapi,28
33,PS2A,black,2028
33,PS2A,hispanic,346
33,PS2A,native_american,22
33,PS2A,other,457
33,PS2A,white,820
33,PS3A,aapi,44
33,PS3A,black,2245
33,PS3A,hispanic,259
33,PS3A,native_american,32
33,PS3A,other,579
33,PS3A,white,1153
33,PT01,aapi,61
33,PT01,black,386
33,PT01,hispanic,123
33,PT01,native_american,9
33,PT01,other,318
33,PT01,white,1936
33,RM01,aapi,217
33,RM01,black,283
33,RM01,hispanic,159
33,RM01,native_american,16
33,RM01,other,369
33,RM01,white,2472
33,RS01,aapi,8
33,RS01,black,1457
33,RS01,hispanic,181
33,RS01,native_american,18
33,RS01,other,279
33,RS01,white,209
33,RW01,aapi,221
33,RW01,black,208
33,RW01,hispanic,174
33,RW01,native_american,11
33,RW01,other,529
33,RW01,white,4382
33,RW02,aapi,354
33,RW02,black,116
33,RW02,hispanic,102
33,RW02,native_american,7
33,RW02,other,392
33,RW02,white,2844
33,SA01,aapi,230
33,SA01,black,246
33,SA01,hispanic,152
33,SA01,native_american,15
33,SA01,other,346
33,SA01,white,2009
33,SF01,aapi,173
33,SF01,black,189
33,SF01,hispanic,114
33,SF01,native_american,12
33,SF01,other,336
33,SF01,white,2663
33,SI01,aapi,177
33,SI01,black,92
33,SI01,hispanic,47
33,SI01,native_american,10
33,SI01,other,192
33,SI01,white,1413
33,SM01,aapi,642
33,SM01,black,223
33,SM01,hispanic,116
33,SM01,native_american,12
33,SM01,other,458
33,SM01,white,2179
33,SM03,aapi,150
33,SM03,black,1294
33,SM03,hispanic,295
33,SM03,native_american,37
33,SM03,other,674
33,SM03,white,2623
33,SN1A,aapi,129
33,SN1A,black,1829
33,SN1A,hispanic,327
33,SN1A,native_american,31
33,SN1A,other,699
33,SN1A,white,1518
33,SN2A,aapi,164
33,SN2A,black,2200
33,SN2A,hispanic,359
33,SN2A,native_american,42
33,SN2A,other,847
33,SN2A,white,2304
33,SN3A,aapi,132
33,SN3A,black,1569
33,SN3A,hispanic,256
33,SN3A,native_american,33
33,SN3A,other,679
33,SN3A,white,2301
33,SN3B,aapi,78
33,SN3B,black,581
33,SN3B,hispanic,129
33,SN3B,native_american,18
33,SN3B,other,313
33,SN3B,white,1503
33,SN4A,aapi,190
33,SN4A,black,1355
33,SN4A,hispanic,196
33,SN4A,native_american,32
33,SN4A,other,647
33,SN4A,white,3573
33,SN5A,aapi,132
33,SN5A,black,1391
33,SN5A,hispanic,499
33,SN5A,native_american,34
33,SN5A,other,584
33,SN5A,white,1841
33,SN6A,aapi,278
33,SN6A,black,1470
33,SN6A,hispanic,188
33,SN6A,native_american,31
33,SN6A,other,785
33,SN6A,white,3518
33,SN7A,aapi,424
33,SN7A,black,2570
33,SN7A,hispanic,203
33,SN7A,native_american,46
33,SN7A,other,918
33,SN7A,white,2816
33,SO01,aapi,93
33,SO01,black,130
33,SO01,hispanic,61
33,SO01,native_american,13
33,SO01,other,217
33,SO01,white,1704
33,SO02,aapi,289
33,SO02,black,830
33,SO02,hispanic,193
33,SO02,native_american,40
33,SO02,other,676
33,SO02,white,3222
33,SO03,aapi,162
33,SO03,black,204
33,SO03,hispanic,76
33,SO03,native_american,8
33,SO03,other,367
33,SO03,white,2212
33,SW01,aapi,27
33,SW01,black,1459
33,SW01,hispanic,178
33,SW01,native_american,24
33,SW01,other,395
33,SW01,white,1267
33,SW02,aapi,39
33,SW02,black,1847
33,SW02,hispanic,290
33,SW02,native_american,23
33,SW02,other,464
33,SW02,white,838
33,TM01,aapi,220
33,TM01,black,2288
33,TM01,hispanic,390
33,TM01,native_american,43
33,TM01,other,938
33,TM01,white,2366
33,TR01,aapi,159
33,TR01,black,72
33,TR01,hispanic,78
33,TR01,native_american,3
33,TR01,other,230
33,TR01,white,1990
33,VA01,aapi,54
33,VA01,black,352
33,VA01,hispanic,93
33,VA01,native_american,12
33,VA01,other,289
33,VA01,white,2490
33,VG01,aapi,104
33,VG01,black,1006
33,VG01,hispanic,174
33,VG01,native_american,29
33,VG01,other,498
33,VG01,white,1862
33,VG02,aapi,222
33,VG02,black,2200
33,VG02,hispanic,250
33,VG02,native_american,63
33,VG02,other,1011
33,VG02,white,3400
33,VG03,aapi,160
33,VG03,black,1544
33,VG03,hispanic,150
33,VG03,native_american,21
33,VG03,other,635
33,VG03,white,2280
33,VG04,aapi,72
33,VG04,black,736
33,VG04,hispanic,72
33,VG04,native_american,21
33,VG04,other,380
33,VG04,white,2352
33,WG02,aapi,188
33,WG02,black,1138
33,WG02,hispanic,290
33,WG02,native_american,34
33,WG02,other,629
33,WG02,white,2651
33,WL01,aapi,132
33,WL01,black,138
33,WL01,hispanic,69
33,WL01,native_american,11
33,WL01,other,291
33,WL01,white,2327
34,1,aapi,112
34,1,black,5350
34,1,hispanic,772
34,1,native_american,51
34,1,other,1315
34,1,white,10014
34,2,aapi,3
34,2,black,360
34,2,hispanic,64
34,2,native_american,4
34,2,other,131
34,2,white,1561
34,3,black,77
34,3,hispanic,4
34,3,other,14
34,3,white,247
34,4,aapi,14
34,4,black,457
34,4,hispanic,86
34,4,native_american,4
34,4,other,141
34,4,white,1789
34,5,aapi,8
34,5,black,382
34,5,hispanic,89
34,5,native_american,7
