County,Precinct,Biden VBM,Biden EV,Biden ED,Ossoff VBM,Ossoff EV,Ossoff ED,Registered Voters,Trump Election Day Votes,Trump Advanced Voting Votes,Trump Absentee by Mail Votes,Trump Provisional Votes,Trump Total Votes,Biden Election Day Votes,Biden Advanced Voting Votes,Biden Absentee by Mail Votes,Biden Provisional Votes,Biden Total Votes,Registered Voters,Perdue Election Day Votes,Perdue Advanced Voting Votes,Perdue Absentee by Mail Votes,Perdue Provisional Votes,Perdue Total Votes,Ossoff Election Day Votes,Ossoff Advanced Voting Votes,Ossoff Absentee by Mail Votes,Ossoff Provisional Votes,Ossoff Total Votes
Greene,6,56.40%,40.80%,54.00%,49.10%,40.00%,54.00%,347,29,87,24,0,140,34,60,31,0,125,347,29,87,27,0,143,34,58,26,0,118
Greene,8,41.80%,17.30%,15.80%,36.60%,14.80%,12.30%,6961,455,3343,889,2,4689,84,697,638,2,1421,6961,467,3438,940,2,4847,64,599,542,2,1207
Gwinnett,1,64.40%,50.40%,47.00%,63.60%,50.50%,48.00%,7182,370,1542,490,3,2405,326,1564,887,5,2782,7182,359,1524,488,2,2373,327,1554,854,6,2741
Gwinnett,2,79.80%,82.70%,71.50%,79.70%,82.90%,72.90%,3987,104,270,165,0,539,260,1290,651,1,2202,3987,96,264,159,1,520,261,1277,626,0,2164
Gwinnett,3,72.90%,54.60%,50.60%,71.80%,54.30%,50.20%,4777,241,917,232,1,1391,247,1104,624,1,1976,4777,241,914,236,1,1392,243,1086,602,1,1932
Gwinnett,4,61.10%,56.30%,43.20%,59.10%,55.10%,45.10%,1737,120,296,132,1,549,92,381,207,0,680,1737,118,297,133,0,548,96,364,192,1,653
Gwinnett,5,57.70%,48.80%,36.50%,54.20%,47.80%,34.00%,2720,237,538,287,0,1062,136,513,392,0,1041,2720,247,546,307,0,1100,127,500,364,0,991
Gwinnett,6,71.50%,58.70%,45.20%,70.80%,58.30%,47.60%,3921,312,564,224,1,1101,257,801,563,1,1622,3921,292,559,223,1,1075,265,783,542,1,1591
Gwinnett,7,71.60%,56.20%,47.90%,68.40%,54.20%,47.50%,5042,236,845,397,1,1479,217,1084,999,1,2301,5042,238,876,433,1,1548,215,1035,939,1,2190
Gwinnett,8,53.30%,33.80%,28.20%,50.10%,32.30%,26.50%,4729,346,1518,460,2,2326,137,774,524,0,1435,4729,356,1538,479,1,2374,129,735,481,0,1345
Gwinnett,9,47.30%,30.90%,33.10%,42.90%,29.60%,35.80%,5692,308,1937,605,1,2851,153,866,543,0,1562,5692,288,1962,642,1,2893,161,823,483,0,1467
Gwinnett,10,50.10%,43.00%,37.00%,46.90%,42.20%,38.80%,2387,171,476,301,1,949,100,359,302,1,762,2387,170,470,310,0,950,107,343,274,1,725
Gwinnett,11,74.00%,64.50%,60.60%,73.00%,64.20%,60.70%,2555,175,237,117,0,529,267,431,333,2,1033,2555,169,238,117,0,524,259,427,316,2,1004
Gwinnett,12,73.60%,72.20%,66.50%,73.40%,72.70%,69.60%,5338,143,540,321,4,1008,287,1401,896,5,2589,5338,127,521,316,3,967,293,1389,870,5,2557
Gwinnett,13,54.30%,32.10%,24.80%,48.50%,29.70%,20.00%,3040,311,988,270,1,1570,103,467,321,0,891,3040,331,1011,296,1,1639,83,428,279,0,790
Gwinnett,14,57.60%,50.20%,40.00%,53.50%,47.60%,40.00%,3520,202,739,378,2,1321,135,746,514,1,1396,3520,203,775,409,1,1388,135,703,471,1,1310
Gwinnett,15,61.90%,55.60%,59.40%,60.20%,55.90%,59.30%,3635,169,506,266,0,941,242,633,433,5,1313,3635,161,492,264,0,917,231,624,399,4,1258
Gwinnett,16,72.80%,70.20%,57.80%,71.80%,70.40%,61.70%,5097,146,633,274,3,1056,203,1489,735,1,2428,5097,132,619,274,1,1026,211,1469,697,3,2380
Gwinnett,17,77.30%,75.80%,69.20%,77.60%,76.80%,70.90%,3303,143,246,124,3,516,324,770,423,4,1521,3303,129,232,119,3,483,319,768,413,2,1502
Gwinnett,18,67.60%,66.10%,66.30%,66.20%,65.30%,70.80%,3001,138,337,179,0,654,270,656,373,2,1301,3001,115,338,180,0,633,278,636,353,1,1268
Gwinnett,19,66.20%,61.30%,55.80%,64.10%,61.00%,58.90%,2549,177,320,184,1,682,220,506,361,5,1092,2549,164,316,188,1,669,231,494,335,5,1065
Gwinnett,20,82.10%,79.60%,71.50%,79.40%,80.70%,72.60%,2791,128,154,77,3,362,323,601,354,5,1283,2791,118,143,84,3,348,315,598,324,5,1242
Gwinnett,21,74.30%,74.10%,69.20%,73.20%,75.80%,69.70%,3485,129,264,136,3,532,292,757,394,4,1447,3485,121,240,138,4,503,283,751,376,4,1414
Gwinnett,22,63.60%,56.40%,36.00%,58.30%,54.30%,31.10%,2082,237,271,232,1,741,130,350,405,4,889,2082,249,283,260,1,793,109,336,364,4,813
Gwinnett,23,72.80%,75.10%,73.60%,72.30%,76.00%,76.40%,2264,94,149,82,2,327,264,449,219,3,935,2264,79,139,80,2,300,259,439,209,3,910
Gwinnett,24,59.20%,43.50%,37.90%,56.40%,42.60%,37.40%,4654,405,860,331,2,1598,245,661,480,3,1389,4654,401,854,342,2,1599,240,633,443,1,1317
Gwinnett,25,60.00%,45.00%,36.20%,59.60%,43.80%,35.10%,5596,504,1162,408,13,2087,288,950,611,5,1854,5596,500,1164,392,13,2069,273,908,579,5,1765
Gwinnett,26,69.90%,60.30%,52.00%,67.60%,60.00%,52.20%,5011,308,727,290,1,1326,334,1102,673,1,2110,5011,304,727,304,1,1336,332,1091,635,1,2059
Gwinnett,27,60.70%,42.40%,31.50%,60.30%,42.70%,33.20%,4583,391,1063,426,3,1883,179,782,659,2,1622,4583,376,1041,418,3,1838,186,776,635,2,1599
Gwinnett,28,63.60%,45.00%,39.10%,62.30%,44.00%,38.60%,5939,454,1441,382,0,2277,288,1180,667,4,2139,5939,450,1450,389,0,2289,279,1141,642,4,2066
Gwinnett,29,54.60%,43.30%,34.80%,51.20%,41.70%,35.80%,1587,145,319,174,1,639,77,244,209,1,531,1587,139,320,181,1,641,77,229,190,1,497
Gwinnett,30,69.30%,71.80%,51.20%,68.30%,71.40%,53.40%,2903,168,309,193,1,671,174,785,436,3,1398,2903,159,310,191,1,661,180,774,412,3,1369
Gwinnett,31,61.90%,42.80%,35.80%,59.50%,41.30%,36.70%,3179,272,670,249,1,1192,151,502,404,1,1058,3179,261,674,258,0,1193,150,475,379,1,1005
Gwinnett,32,65.80%,57.30%,45.50%,63.30%,55.80%,41.60%,2945,140,469,282,4,895,117,630,543,3,1293,2945,149,484,298,1,932,104,610,515,3,1232
Gwinnett,33,61.40%,45.80%,36.00%,60.30%,44.30%,33.80%,1997,155,442,192,0,789,86,374,306,1,767,1997,159,451,193,0,803,80,359,293,1,733
Gwinnett,34,64.90%,63.10%,51.30%,64.60%,63.30%,54.40%,2254,173,222,169,0,564,181,379,312,1,873,2254,161,216,166,0,543,191,372,303,1,867
Gwinnett,35,66.30%,57.50%,44.20%,64.90%,57.10%,44.20%,3755,234,624,309,0,1167,183,843,609,2,1637,3755,227,617,310,0,1154,178,822,574,2,1576
Gwinnett,36,64.40%,53.20%,42.00%,60.70%,52.70%,40.90%,2942,213,542,285,1,1041,154,617,515,1,1287,2942,213,542,310,1,1066,147,603,479,1,1230
Gwinnett,37,83.20%,82.30%,68.20%,82.00%,83.70%,68.00%,2184,113,105,57,2,277,240,487,283,7,1017,2184,110,94,58,2,264,232,482,264,6,984
Gwinnett,38,75.10%,68.50%,67.40%,75.80%,67.40%,67.10%,2546,116,221,113,2,452,242,480,341,2,1065,2546,114,224,105,1,444,233,463,328,2,1026
Gwinnett,39,52.70%,32.20%,32.50%,50.00%,31.30%,32.10%,7153,607,2087,690,3,3387,294,991,769,0,2054,7153,603,2094,701,3,3401,286,956,702,0,1944
Gwinnett,40,66.00%,55.70%,41.70%,63.70%,55.10%,39.70%,4536,332,721,431,1,1485,235,906,836,3,1980,4536,340,720,452,0,1512,221,884,793,3,1901
Gwinnett,41,74.50%,73.30%,62.20%,74.70%,73.50%,62.70%,5969,260,638,278,3,1179,426,1751,814,7,2998,5969,251,625,266,3,1145,420,1734,784,7,2945
Gwinnett,42,56.10%,44.50%,33.20%,55.20%,43.80%,33.00%,3037,288,615,271,0,1174,142,493,346,1,982,3037,282,608,274,0,1164,138,474,338,1,951
Gwinnett,43,74.40%,77.70%,71.20%,75.30%,78.60%,73.30%,2402,104,131,102,5,342,268,457,297,1,1023,2402,96,125,95,2,318,267,459,290,2,1018
Gwinnett,44,79.10%,77.80%,67.00%,78.90%,77.90%,69.00%,4177,146,331,164,1,642,298,1163,620,1,2082,4177,134,324,162,1,621,299,1142,605,1,2047
Gwinnett,45,68.80%,68.20%,62.30%,68.00%,68.70%,62.30%,3178,114,399,224,5,742,196,857,495,1,1549,3178,113,389,220,5,727,194,855,467,1,1517
Gwinnett,46,52.40%,48.50%,33.50%,50.20%,48.80%,34.50%,1787,207,318,224,1,750,104,300,247,1,652,1787,203,311,230,0,744,106,296,232,1,635
Gwinnett,47,56.10%,46.00%,38.30%,52.80%,44.20%,37.80%,2875,201,657,351,0,1209,125,559,449,0,1133,2875,201,671,365,0,1237,122,531,409,0,1062
Gwinnett,48,62.20%,49.50%,44.60%,61.10%,49.20%,42.70%,3551,247,543,352,3,1145,198,533,578,3,1312,3551,255,542,349,3,1149,190,524,549,2,1265
Gwinnett,49,67.60%,60.90%,47.90%,65.60%,60.30%,48.10%,2030,134,294,131,1,560,124,458,273,0,855,2030,134,294,135,0,563,123,446,258,1,828
Gwinnett,50,72.10%,75.00%,68.50%,71.50%,74.20%,70.20%,2635,115,192,127,0,434,249,576,328,1,1154,2635,106,196,124,0,426,248,563,311,2,1124
Gwinnett,51,82.30%,83.60%,77.90%,79.90%,83.50%,78.60%,2613,77,127,61,0,265,268,646,283,3,1200,2613,72,125,65,0,262,263,632,259,2,1156
Gwinnett,52,59.30%,53.50%,41.60%,58.60%,52.30%,37.40%,2419,159,488,228,1,876,113,562,332,1,1008,2419,164,495,223,0,882,97,542,316,1,956
Gwinnett,53,73.00%,70.40%,72.50%,72.50%,69.80%,74.70%,3924,115,405,190,0,710,301,961,515,2,1779,3924,105,403,184,0,692,309,931,484,1,1725
Gwinnett,54,56.40%,39.80%,28.80%,54.10%,38.20%,27.90%,5085,578,1215,431,1,2225,234,803,558,0,1595,5085,579,1227,437,1,2244,224,760,515,0,1499
Gwinnett,55,58.90%,40.00%,39.00%,59.00%,39.30%,39.30%,4624,311,1153,327,5,1796,200,768,469,2,1439,4624,300,1155,308,6,1769,196,748,443,2,1389
Gwinnett,56,65.70%,55.80%,44.30%,61.60%,53.60%,41.70%,2229,189,307,182,2,680,150,387,348,2,887,2229,193,319,200,1,713,138,369,321,1,829
Gwinnett,57,70.50%,61.40%,56.10%,69.60%,61.50%,57.20%,5077,237,663,296,8,1204,302,1056,707,11,2076,5077,225,650,291,8,1174,299,1037,666,12,2014
Gwinnett,58,80.00%,79.50%,71.20%,78.70%,78.60%,72.80%,3754,152,217,117,3,489,373,841,469,11,1694,3754,141,221,119,2,483,373,811,440,9,1633
Gwinnett,59,88.40%,83.00%,79.20%,88.80%,82.40%,81.20%,3819,120,196,66,1,383,457,955,505,5,1922,3819,107,201,61,0,369,456,938,482,6,1882
Gwinnett,60,73.70%,80.90%,73.10%,73.70%,80.50%,72.90%,5012,160,264,192,5,621,439,1116,537,9,2101,5012,159,261,186,4,610,430,1080,521,8,2039
Gwinnett,61,56.30%,50.80%,47.60%,54.70%,49.70%,50.30%,2355,164,384,244,1,793,149,396,314,1,860,2355,155,389,248,1,793,156,385,299,2,842
Gwinnett,62,55.20%,41.50%,29.30%,50.00%,39.30%,24.60%,2330,280,411,398,0,1089,115,291,491,1,898,2330,299,426,441,1,1167,98,276,441,0,815
Gwinnett,63,57.40%,37.40%,26.90%,50.30%,34.30%,20.40%,2673,307,605,353,0,1265,113,361,476,0,950,2673,340,633,412,0,1385,87,331,417,0,835
Gwinnett,64,77.20%,77.80%,74.10%,76.30%,77.60%,74.90%,3490,86,265,186,0,537,246,931,630,0,1807,3490,80,264,188,0,532,239,915,605,0,1759
Gwinnett,65,63.70%,66.00%,56.80%,62.70%,66.40%,59.00%,1987,115,181,149,2,447,151,352,262,3,768,1987,105,176,147,2,430,151,348,247,3,749
Gwinnett,66,77.00%,75.90%,71.70%,76.70%,75.60%,76.10%,3359,114,255,110,1,480,285,802,368,6,1461,3359,95,254,106,0,455,296,789,349,7,1441
Gwinnett,67,63.60%,52.80%,43.70%,62.40%,51.90%,47.00%,5660,307,1040,406,1,1754,236,1164,709,3,2112,5660,283,1048,405,0,1736,248,1130,671,3,2052
Gwinnett,68,66.20%,59.50%,42.70%,64.90%,58.20%,42.70%,3537,257,571,294,1,1123,191,839,575,1,1606,3537,259,589,298,1,1147,193,820,551,1,1565
Gwinnett,69,68.20%,65.20%,43.90%,65.30%,64.50%,45.00%,3478,242,439,269,3,953,189,824,576,3,1592,3478,231,445,282,2,960,188,809,531,3,1531
Gwinnett,70,64.70%,43.30%,41.30%,62.70%,41.60%,40.00%,3960,306,861,310,1,1478,216,658,569,0,1443,3960,307,880,320,1,1508,205,628,538,0,1371
Gwinnett,71,79.30%,76.80%,64.00%,80.30%,77.20%,63.30%,4061,170,351,160,0,681,298,1162,613,4,2077,4061,169,341,146,0,656,288,1154,594,4,2040
Gwinnett,72,88.30%,86.70%,79.30%,88.70%,86.90%,80.30%,6193,157,221,95,1,474,600,1440,719,7,2766,6193,144,213,87,1,445,586,1413,682,6,2687
Gwinnett,73,65.20%,59.90%,51.10%,58.90%,60.00%,50.10%,2185,175,261,212,1,649,183,390,398,1,972,2185,180,259,244,0,683,179,388,350,2,919
Gwinnett,74,85.40%,86.10%,76.80%,84.00%,87.50%,79.30%,1915,80,70,39,3,192,275,435,229,0,939,1915,72,62,40,0,174,273,434,210,3,920
Gwinnett,75,84.40%,83.90%,67.20%,83.70%,84.10%,69.30%,5125,139,337,186,2,664,284,1757,1009,5,3055,5125,128,330,188,2,648,289,1744,967,5,3005
Gwinnett,76,76.40%,75.60%,73.30%,76.70%,75.70%,76.50%,3642,72,376,199,1,648,193,1165,643,7,2008,3642,64,372,191,0,627,200,1158,629,8,1995
Gwinnett,77,74.40%,67.70%,58.80%,73.50%,67.20%,57.30%,5804,296,600,321,0,1217,422,1255,931,1,2609,5804,300,604,322,0,1226,401,1235,894,1,2531
Gwinnett,78,61.00%,60.10%,49.80%,61.40%,59.30%,49.20%,3824,159,661,346,0,1166,157,997,542,1,1697,3824,156,660,334,0,1150,151,963,531,0,1645
Gwinnett,79,63.40%,53.90%,39.90%,59.70%,53.50%,37.70%,2810,248,491,229,2,970,166,575,397,0,1138,2810,242,484,250,3,979,148,557,371,0,1076
Gwinnett,80,72.50%,63.40%,52.90%,71.60%,63.20%,52.90%,6499,318,1035,354,3,1710,361,1791,934,0,3086,6499,317,1032,356,3,1708,359,1771,899,0,3029
Gwinnett,81,65.50%,62.60%,53.90%,63.50%,62.00%,55.60%,4185,228,584,314,0,1126,264,977,596,3,1840,4185,215,585,320,0,1120,265,955,556,4,1780
Gwinnett,82,76.30%,69.50%,66.90%,75.20%,69.20%,66.20%,4814,207,515,240,3,965,419,1174,774,5,2372,4814,206,510,243,1,960,398,1148,737,8,2291
Gwinnett,83,65.20%,53.50%,45.80%,65.80%,53.20%,46.40%,4406,394,653,307,1,1355,330,750,574,4,1658,4406,386,645,294,1,1326,332,734,565,3,1634
Gwinnett,84,74.90%,71.70%,69.30%,75.50%,71.30%,67.20%,3046,114,306,142,1,563,259,774,423,1,1457,3046,118,305,134,1,558,243,756,413,1,1413
Gwinnett,85,64.40%,51.90%,42.80%,62.60%,51.20%,43.30%,4296,303,780,342,4,1429,228,843,619,2,1692,4296,292,778,353,3,1426,223,817,590,2,1632
Gwinnett,86,76.40%,74.80%,61.60%,75.90%,76.30%,62.70%,2570,147,163,108,3,421,237,485,350,4,1076,2570,138,150,103,2,393,231,483,325,4,1043
Gwinnett,87,67.00%,64.20%,65.40%,64.50%,63.70%,65.90%,3374,182,340,226,3,751,345,611,458,4,1418,3374,175,340,230,1,746,337,597,417,3,1354
Gwinnett,88,84.20%,78.00%,72.40%,83.90%,78.10%,75.50%,4638,147,330,142,1,620,386,1169,754,2,2311,4638,127,324,140,1,592,393,1155,727,2,2277
Gwinnett,89,59.00%,46.80%,32.20%,56.10%,46.50%,30.90%,3589,325,754,290,4,1373,154,664,418,2,1238,3589,324,746,305,3,1378,142,648,389,4,1183
Gwinnett,90,70.80%,63.90%,54.70%,68.70%,63.10%,57.00%,3312,217,370,186,1,774,261,655,450,2,1368,3312,200,376,193,1,770,264,643,423,2,1332
Gwinnett,91,65.90%,56.10%,39.50%,64.20%,55.70%,39.20%,4609,309,835,337,0,1481,201,1069,651,1,1922,4609,305,835,342,1,1483,197,1048,612,0,1857
Gwinnett,92,63.70%,50.30%,41.30%,59.90%,48.40%,41.80%,2731,160,563,265,2,990,112,570,466,2,1150,2731,160,580,287,0,1027,113,543,428,2,1086
Gwinnett,93,59.70%,49.70%,40.60%,56.20%,48.20%,38.50%,3988,255,851,426,1,1533,173,842,630,2,1647,3988,264,860,452,0,1576,163,799,580,2,1544
Gwinnett,94,46.70%,41.90%,36.20%,45.20%,40.70%,35.20%,2567,233,551,343,1,1128,133,397,301,0,831,2567,229,560,349,1,1139,125,384,288,0,797
Gwinnett,95,78.60%,77.90%,70.70%,78.10%,78.30%,71.90%,6161,195,403,265,5,868,467,1418,972,15,2872,6161,182,388,256,6,832,468,1403,912,14,2797
Gwinnett,96,59.80%,48.30%,37.60%,57.10%,47.20%,38.10%,3067,280,533,322,2,1137,168,497,479,2,1146,3067,269,538,338,2,1147,165,481,449,2,1097
Gwinnett,97,66.30%,55.30%,43.80%,65.30%,54.00%,45.50%,5491,421,845,415,1,1682,328,1046,815,1,2190,5491,406,863,407,1,1677,339,1014,765,1,2119
Gwinnett,98,69.50%,57.70%,48.80%,66.60%,57.60%,48.90%,3212,194,455,228,0,877,185,620,520,0,1325,3212,193,445,242,0,880,185,605,483,0,1273
Gwinnett,99,63.20%,63.50%,52.70%,62.50%,64.20%,54.50%,3201,208,334,257,3,802,232,581,441,3,1257,3201,198,325,253,2,778,236,582,422,4,1244
Gwinnett,100,61.40%,49.00%,35.60%,59.50%,47.60%,33.80%,4656,240,1073,411,1,1725,133,1030,655,0,1818,4656,245,1097,419,0,1761,125,996,615,0,1736
Gwinnett,101,70.10%,66.80%,55.00%,67.40%,66.70%,55.20%,2090,193,203,132,0,528,231,409,310,5,955,2090,193,202,142,0,537,233,404,293,5,935
Gwinnett,102,56.60%,38.10%,28.50%,53.90%,36.60%,28.50%,3096,295,855,240,1,1391,118,526,313,0,957,3096,283,863,247,1,1394,113,499,289,0,901
Gwinnett,103,73.80%,74.30%,70.80%,74.90%,73.60%,69.50%,3265,146,245,160,0,551,353,709,451,1,1514,3265,150,249,146,0,545,341,695,435,1,1472
Gwinnett,104,80.50%,83.10%,77.20%,80.40%,83.50%,79.30%,5795,89,442,215,1,747,299,2176,890,5,3370,5795,78,425,206,1,710,298,2148,843,5,3294
Gwinnett,105,61.70%,42.90%,35.90%,59.60%,42.20%,35.20%,4112,387,850,322,9,1568,220,638,519,2,1379,4112,383,837,330,5,1555,208,611,487,3,1309
Gwinnett,106,66.30%,49.60%,40.70%,63.90%,47.80%,39.50%,5675,334,1048,471,6,1859,231,1030,927,2,2190,5675,332,1069,486,6,1893,220,980,862,1,2063
Gwinnett,107,65.40%,53.20%,37.00%,59.90%,53.10%,37.00%,1434,167,232,119,3,521,98,264,225,2,589,1434,162,232,137,3,534,95,263,205,2,565
Gwinnett,108,68.40%,63.10%,54.10%,69.90%,62.30%,53.50%,3265,193,442,202,2,839,228,757,438,2,1425,3265,192,444,183,0,819,218,734,424,3,1379
Gwinnett,109,61.10%,50.70%,41.40%,57.60%,49.40%,37.30%,1864,162,330,177,2,671,115,340,278,1,734,1864,173,336,190,2,701,104,328,258,0,690
Gwinnett,110,74.90%,72.00%,65.00%,74.70%,72.20%,64.60%,2425,138,199,98,2,437,258,512,293,2,1065,2425,137,193,96,0,426,249,500,284,1,1034
Gwinnett,111,65.60%,51.10%,49.70%,63.20%,50.30%,47.00%,2813,157,455,279,3,894,155,476,533,3,1167,2813,164,456,287,3,910,146,462,493,2,1103
Gwinnett,112,62.40%,47.00%,44.50%,58.00%,46.20%,43.10%,3128,115,732,321,1,1169,93,650,532,0,1275,3128,114,736,358,1,1209,87,631,495,0,1213
Gwinnett,113,66.20%,63.60%,49.10%,66.80%,62.60%,54.70%,1706,117,196,107,0,420,111,342,210,2,665,1706,101,199,102,0,402,120,333,205,2,660
Gwinnett,114,64.20%,62.20%,55.20%,59.20%,60.90%,55.40%,4253,235,490,342,2,1069,286,807,612,6,1711,4253,224,505,382,1,1112,273,786,554,6,1619
Gwinnett,115,65.80%,66.60%,59.10%,66.80%,67.30%,61.40%,5037,269,533,364,5,1171,387,1065,700,9,2161,5037,244,514,339,6,1103,391,1059,681,7,2138
Gwinnett,116,69.30%,70.20%,66.70%,69.70%,70.80%,69.50%,4078,175,353,234,4,766,357,831,529,2,1719,4078,157,341,225,3,726,362,825,518,3,1708
Gwinnett,117,81.70%,80.20%,74.60%,82.70%,80.50%,73.70%,3923,154,237,117,6,514,464,957,521,6,1948,3923,154,229,107,4,494,437,943,510,5,1895
Gwinnett,118,65.00%,51.10%,50.40%,65.80%,50.60%,52.00%,1796,112,345,146,1,604,113,360,271,2,746,1796,106,342,136,1,585,114,350,262,2,728
Gwinnett,119,57.20%,46.50%,41.50%,54.90%,45.80%,42.40%,2589,182,510,292,0,984,126,443,391,3,963,2589,175,508,306,0,989,126,429,372,3,930
Gwinnett,120,71.90%,61.10%,58.50%,68.90%,61.90%,55.70%,1476,92,155,73,1,321,130,243,187,1,561,1476,97,149,78,1,325,122,242,173,1,538
Gwinnett,121,65.50%,54.00%,46.10%,63.10%,52.90%,46.40%,3412,221,550,352,7,1130,184,645,669,11,1509,3412,217,557,372,6,1152,181,626,635,12,1454
Gwinnett,122,84.10%,83.10%,73.40%,83.20%,83.10%,74.50%,5799,141,384,184,3,712,384,1884,970,13,3251,5799,132,379,189,3,703,382,1865,933,12,3192
Gwinnett,123,79.80%,79.70%,77.00%,81.70%,79.40%,78.20%,3272,109,171,90,1,371,367,670,355,1,1393,3272,102,170,77,0,349,363,656,343,2,1364
Gwinnett,124,81.00%,68.90%,64.00%,79.10%,68.40%,64.10%,2661,142,268,89,3,502,256,594,379,2,1231,2661,139,271,93,3,506,252,586,351,2,1191
Gwinnett,125,59.40%,39.70%,30.40%,52.10%,37.20%,24.10%,1898,270,345,258,0,873,118,227,377,0,722,1898,290,362,304,0,956,92,214,330,0,636
Gwinnett,126,57.50%,42.40%,26.80%,51.40%,38.70%,22.40%,2694,295,536,397,0,1228,108,395,538,0,1041,2694,309,575,455,0,1339,89,363,482,0,934
Gwinnett,127,75.60%,71.80%,56.10%,75.50%,71.40%,54.80%,2249,150,219,98,0,467,189,558,304,3,1054,2249,151,217,94,0,462,180,543,290,3,1016
Gwinnett,128,70.10%,54.90%,44.20%,66.40%,54.30%,45.00%,2796,211,464,175,0,850,166,565,411,1,1143,2796,198,463,193,0,854,160,551,381,2,1094
Gwinnett,129,53.30%,33.30%,28.70%,49.80%,32.00%,29.10%,5387,556,1619,462,4,2641,223,808,527,2,1560,5387,547,1633,483,4,2667,224,769,480,2,1475
Gwinnett,130,58.10%,38.40%,30.00%,54.40%,36.80%,27.90%,4732,425,1241,483,1,2150,181,774,670,2,1627,4732,438,1267,517,2,2224,169,737,616,1,1523
Gwinnett,131,58.60%,42.80%,29.60%,55.20%,40.90%,27.00%,4256,342,1067,423,0,1832,142,798,599,2,1541,4256,356,1090,451,1,1898,131,754,555,1,1441
Gwinnett,132,63.60%,53.10%,38.60%,61.20%,52.60%,39.90%,3282,275,579,285,0,1139,173,656,498,0,1327,3282,267,581,298,0,1146,177,646,471,0,1294
Gwinnett,133,58.30%,41.50%,36.60%,58.00%,41.00%,37.00%,4845,341,1259,316,3,1919,196,892,442,3,1533,4845,323,1247,310,2,1882,188,866,428,3,1485
Gwinnett,134,75.00%,71.70%,56.00%,74.10%,71.50%,56.70%,4608,230,541,228,4,1003,290,1371,684,8,2353,4608,222,541,227,4,994,289,1356,650,7,2302
Gwinnett,135,59.80%,37.60%,33.20%,59.50%,37.40%,31.70%,3367,261,887,235,0,1383,130,534,350,0,1014,3367,263,877,231,0,1371,122,525,339,0,986
Gwinnett,136,63.10%,43.70%,37.50%,63.20%,43.30%,38.00%,4292,341,917,308,0,1566,202,711,526,3,1442,4292,322,913,294,0,1529,194,696,504,3,1397
Gwinnett,137,59.80%,45.50%,39.30%,57.10%,44.30%,38.10%,5061,359,1193,357,2,1911,233,994,530,1,1758,5061,358,1208,368,2,1936,221,960,490,1,1672
Gwinnett,138,61.80%,46.40%,41.00%,59.30%,44.80%,40.80%,5105,297,918,609,1,1825,206,794,985,1,1986,5105,295,933,638,0,1866,202,757,928,1,1888
Gwinnett,139,76.90%,76.60%,68.60%,76.20%,77.60%,70.20%,5352,224,418,250,0,892,485,1369,832,4,2690,5352,205,392,248,0,845,479,1360,793,4,2636
Gwinnett,140,52.50%,34.70%,28.30%,47.30%,32.50%,25.30%,3785,319,1120,437,0,1876,125,594,483,1,1203,3785,322,1155,478,0,1955,108,555,429,1,1093
Gwinnett,141,61.70%,34.20%,22.10%,60.00%,33.10%,21.90%,2814,282,784,250,0,1316,79,408,403,1,891,2814,278,790,249,0,1317,77,391,373,1,842
Gwinnett,142,64.90%,50.00%,39.20%,63.50%,48.30%,36.70%,3966,276,775,322,2,1375,177,775,596,2,1550,3966,290,794,326,2,1412,167,741,568,2,1478
Gwinnett,143,70.40%,61.90%,56.10%,68.70%,61.50%,55.80%,4802,222,719,316,1,1258,284,1166,750,1,2201,4802,222,722,324,0,1268,279,1152,711,1,2143
Gwinnett,144,79.60%,78.20%,66.40%,78.90%,78.10%,69.90%,7255,264,574,273,3,1114,521,2059,1065,6,3651,7255,229,565,269,2,1065,530,2019,1006,6,3561
Gwinnett,145,76.10%,71.70%,54.80%,75.20%,71.40%,54.40%,6241,261,778,293,0,1332,315,1967,933,1,3216,6241,262,773,291,0,1326,312,1930,884,1,3127
Gwinnett,146,64.30%,56.70%,47.60%,63.50%,56.20%,48.30%,6811,365,1344,518,2,2229,330,1761,931,3,3025,6811,354,1347,510,2,2213,330,1726,887,3,2946
Gwinnett,147,69.40%,65.80%,55.00%,68.50%,66.00%,54.10%,5899,260,792,350,6,1408,321,1521,793,4,2639,5899,260,779,346,5,1390,306,1511,752,6,2575
Gwinnett,148,60.70%,49.80%,39.00%,61.30%,50.30%,41.20%,1802,163,303,159,1,626,104,301,246,1,652,1802,152,297,151,1,601,106,301,239,1,647
Gwinnett,149,59.40%,56.90%,39.40%,55.80%,55.50%,39.60%,2501,241,371,265,0,877,157,489,387,0,1033,2501,241,378,276,0,895,158,472,348,0,978
Gwinnett,150,81.10%,76.70%,76.20%,79.90%,76.90%,74.90%,2786,72,170,76,0,318,227,559,327,3,1116,2786,74,164,77,1,316,222,546,306,2,1076
Gwinnett,151,60.80%,50.80%,31.20%,58.40%,50.50%,30.00%,2850,380,600,178,2,1160,172,620,276,1,1069,2850,378,599,183,2,1162,162,611,257,1,1031
Gwinnett,152,62.60%,46.00%,41.50%,60.70%,44.60%,42.20%,4806,331,1167,338,0,1836,231,993,565,4,1793,4806,328,1181,348,0,1857,235,952,537,4,1728
Gwinnett,153,68.50%,61.00%,56.50%,65.60%,62.40%,56.20%,2573,167,302,140,0,609,210,472,305,7,994,2573,165,283,145,0,593,205,470,276,7,958
