County,Precinct,Race,Party,Index,Baseline,Perdue,Ossoff
COWETA,12,0.932585,3.234937,2.550054,20.22293,77.22702,22.77298
COWETA,13,0.538636,2.788344,1.932808,16.98595,81.08124,18.91876
COWETA,14,0.734643,2.952851,2.211069,18.30223,79.4867,20.5133
COWETA,15,2.128068,3.6336,3.944868,43.77104,52.28409,47.71591
COWETA,17,2.226477,3.021025,3.736989,59.27835,36.98466,63.01534
COWETA,18,1.322996,3.596633,3.121312,37.94906,58.92963,41.07037
COWETA,19,1.332942,3.574856,3.12037,36.92946,59.95017,40.04983
COWETA,20,0.821856,3.099755,2.371733,27.92608,69.70219,30.29781
COWETA,21,0.774729,3.262713,2.406086,25.35776,72.23616,27.76384
COWETA,22,1.111071,3.503331,2.862737,31.23086,65.9064,34.0936
COWETA,23,0.103121,2.798856,1.502549,20.93918,77.55827,22.44173
COWETA,24,2.499158,3.125919,4.062117,57.57576,38.36213,61.63787
COWETA,25,1.33691,3.397486,3.035653,31.63065,65.3337,34.6663
COWETA,26,0.356584,2.914069,1.813618,18.92292,79.26346,20.73654
COWETA,27,0.350439,2.586226,1.643552,19.81506,78.54139,21.45861
CRAWFORD,2,3.205193,3.584979,4.997683,36.53586,58.46646,41.53354
CRAWFORD,3,0.604325,2.493231,1.85094,11.59601,86.55305,13.44695
CRAWFORD,4,0.246292,2.470602,1.481593,10.83455,87.68385,12.31615
CRAWFORD,5,0.219118,2.346099,1.392168,12.01849,86.58934,13.41066
CRAWFORD,1A,2.4929,3.483289,4.234544,35.09934,60.66612,39.33388
CRAWFORD,1B,2.825443,3.107656,4.379271,52.53863,43.0821,56.9179
CRISP,ARABI,1.633704,2.248197,2.757802,14.56954,82.67266,17.32734
CRISP,CONEY,0.36281,1.548418,1.137019,7.929515,90.93347,9.066535
CRISP,CORDE,4.00817,3.467676,5.742008,41.63713,52.62087,47.37913
CRISP,JAMES,0.459689,1.257945,1.088661,9.057301,89.85404,10.14596
CRISP,LISTO,0.213599,0.796578,0.611887,4.180064,95.20805,4.791952
DADE,960,0,1.634254,0.817127,14.78817,84.3947,15.6053
DADE,974,0,2.46124,1.23062,20.79772,77.97166,22.02834
DADE,1038,0,1.919075,0.959538,18.76833,80.27213,19.72787
DADE,1214,0,2.518821,1.25941,20.42254,78.31805,21.68195
DADE,1222,0,0.721179,0.360589,7.832168,91.80724,8.192757
DADE,1885,0,1.867057,0.933529,12.80488,86.26159,13.73841
DADE,1889,0,2.280281,1.140141,22.41379,76.44607,23.55393
DAWSON,1,0,2.984719,1.49236,17.89194,80.6157,19.3843
DAWSON,2,0,1.242539,0.621269,8.822314,90.55642,9.443583
DAWSON,3,0,1.879947,0.939974,11.2911,87.76892,12.23108
DECATUR,513,2.88018,3.469157,4.614759,33.37169,62.01355,37.98645
DECATUR,514,3.464443,3.148812,5.038849,44.59459,50.36656,49.63344
DECATUR,694,2.901179,2.783967,4.293163,57.66667,38.04017,61.95983
DECATUR,1277,1.169564,3.633788,2.986458,8.943089,88.07045,11.92955
DECATUR,1325,0.635294,3.532064,2.401326,18.53933,79.05935,20.94065
DECATUR,1342,1.938913,3.617568,3.747697,18.46154,77.79076,22.20924
DECATUR,1361,1.740172,3.625989,3.553167,20.75949,75.68734,24.31266
DECATUR,1613,1.8662,3.630797,3.681598,17.41742,78.90098,21.09902
DECATUR,1805,3.398674,3.041796,4.919572,39.09853,55.9819,44.0181
DEKALB,AA,0,1.043757,0.521878,92.43523,7.042888,92.95711
DEKALB,AB,0.143781,3.065251,1.676406,45.11416,53.20944,46.79056
DEKALB,AD,0.016915,3.632498,1.833164,43.80531,54.36153,45.63847
DEKALB,AE,0.173087,1.746915,1.046544,80.27923,18.67422,81.32578
DEKALB,AF,0,0.767673,0.383836,94.95413,4.662035,95.33796
DEKALB,AG,0.469602,2.969903,1.954553,53.15568,44.88977,55.11023
DEKALB,AH,0.531655,3.191102,2.127206,55.05932,42.81348,57.18652
DEKALB,AI,0.150381,0.769142,0.534952,88.77389,10.69116,89.30884
DEKALB,BB,0.026259,0.461993,0.257256,91.5493,8.193448,91.80655
DEKALB,BC,0.203629,1.62055,1.013904,78.87888,20.10722,79.89278
DEKALB,BD,0.111091,2.563247,1.392714,66.03221,32.57507,67.42493
DEKALB,BE,0.47302,2.3479,1.64697,58.20745,40.14558,59.85442
DEKALB,BF,1.081869,2.830811,2.497275,71.20159,26.30114,73.69886
DEKALB,BG,0.425002,2.868781,1.859393,65.07614,33.06447,66.93553
DEKALB,BH,0.697495,2.834675,2.114833,72.97872,24.90644,75.09356
DEKALB,BI,0.256777,2.825009,1.669282,52.5974,45.73332,54.26668
DEKALB,BJ,0,0.329611,0.164805,97.14475,2.69044,97.30956
DEKALB,BL,0,0.400217,0.200109,95.91837,3.881524,96.11848
DEKALB,BM,0,0.401496,0.200748,95.89816,3.901091,96.09891
DEKALB,BR,0,0.551383,0.275692,93.19298,6.531326,93.46867
DEKALB,CA,0,0.234677,0.117339,97.68595,2.196711,97.80329
DEKALB,CB,0,0.38484,0.19242,96.04317,3.764414,96.23559
DEKALB,CC,0,0.491221,0.245611,95.58824,4.166154,95.83385
DEKALB,CD,0,0.301176,0.150588,97.33866,2.510756,97.48924
DEKALB,CE,0.659185,2.681548,1.999959,63.35541,34.64463,65.35537
DEKALB,CF,0,0.763245,0.381623,94.10169,5.516682,94.48332
DEKALB,CG,0,0.162404,0.081202,97.29951,2.619289,97.38071
DEKALB,CH,0.845256,2.690889,2.1907,74.15254,23.65676,76.34324
DEKALB,CI,0.122263,1.221218,0.732872,85.88589,13.38124,86.61876
DEKALB,CJ,0.278545,1.88955,1.22332,80.64833,18.12835,81.87165
DEKALB,CK,0,1.328544,0.664272,90.82927,8.50646,91.49354
DEKALB,CL,0,0.332649,0.166324,95.58011,4.253565,95.74643
DEKALB,CM,0,0.276433,0.138216,96.27229,3.589498,96.4105
DEKALB,CN,0.089122,0.559269,0.368756,90.625,9.006244,90.99376
DEKALB,CO,0.500131,2.668208,1.834235,64.33204,33.83373,66.16627
DEKALB,CP,0,0.367924,0.183962,96.0981,3.717933,96.28207
DEKALB,CQ,0,0.342039,0.17102,93.35863,6.470347,93.52965
DEKALB,CR,0,0.343775,0.171887,96.43564,3.392469,96.60753
DEKALB,CS,0,0.337355,0.168677,97.25343,2.577889,97.42211
DEKALB,CT,0,1.030338,0.515169,94.28571,5.199117,94.80088
DEKALB,CU,0.065499,0.87762,0.504309,90.70081,8.794882,91.20512
DEKALB,CV,0.112348,1.112232,0.668464,84.03427,15.29727,84.70273
DEKALB,CW,0.155307,2.214983,1.262799,69.15147,29.58573,70.41427
DEKALB,CX,0.095975,0.698515,0.445233,89.96202,9.592749,90.40725
DEKALB,CY,0.459392,1.246622,1.082703,85.73487,13.18243,86.81757
DEKALB,CZ,0.357692,2.922984,1.819184,61.84211,36.33871,63.66129
DEKALB,DA,0.522133,2.666335,1.855301,78.01105,20.13365,79.86635
DEKALB,DB,0.270819,2.238996,1.390317,73.90181,24.70787,75.29213
DEKALB,DC,0.638547,2.514032,1.895563,71.34256,26.76187,73.23813
DEKALB,DD,0.063662,0.444026,0.285675,90.36649,9.347833,90.65217
DEKALB,DE,0.120522,0.89379,0.567417,89.64497,9.787613,90.21239
DEKALB,DF,0.656207,3.072541,2.192477,62.54072,35.26681,64.73319
DEKALB,DG,0.056171,3.528704,1.820523,48.55434,49.62514,50.37486
DEKALB,DH,0.106486,1.141717,0.677345,83.58008,15.74257,84.25743
DEKALB,DI,0.028604,3.626365,1.841786,41.42229,56.73593,43.26407
DEKALB,EA,0.151379,0.716333,0.509546,89.26859,10.22187,89.77813
DEKALB,EC,0.447218,2.757226,1.825831,63.41108,34.76309,65.23691
DEKALB,EF,0.732909,2.973065,2.219442,66.66667,31.11389,68.88611
DEKALB,EG,0.123672,1.506489,0.876916,79.47189,19.65119,80.34881
DEKALB,ER,0,1.091202,0.545601,90.52478,8.929618,91.07038
DEKALB,FA,0,0.249451,0.124726,97.1875,2.687774,97.31223
DEKALB,FB,0.065348,1.09164,0.611168,79.75,19.63883,80.36117
DEKALB,FC,0,0.074452,0.037226,97.09035,2.872422,97.12758
DEKALB,FE,0,0.250879,0.12544,96.51594,3.358623,96.64138
DEKALB,FG,0,0.317496,0.158748,96.61017,3.231082,96.76892
DEKALB,FJ,0,0.208706,0.104353,97.13424,2.761409,97.23859
DEKALB,FK,0,0.320537,0.160268,96.60574,3.233988,96.76601
DEKALB,FL,0,0.353645,0.176822,97.06667,2.756511,97.24349
DEKALB,FM,0,1.126126,0.563063,92.30769,7.129245,92.87076
DEKALB,GA,0.187058,0.985456,0.679786,87.95431,11.3659,88.6341
DEKALB,GB,0,1.282711,0.641355,93.19066,6.167983,93.83202
DEKALB,GC,0,0.495631,0.247816,95.84718,3.905008,96.09499
DEKALB,GD,1.015198,3.02682,2.528608,65.81602,31.65537,68.34463
DEKALB,GF,0,0.899598,0.449799,94.0246,5.525596,94.4744
DEKALB,HA,0.167159,1.872596,1.103456,88.44884,10.4477,89.5523
DEKALB,HB,0.768832,2.318321,1.927992,75.38141,22.69059,77.30941
DEKALB,HC,0.67878,2.888047,2.122804,66.38796,31.48924,68.51076
DEKALB,HF,0.808535,2.511654,2.064362,74.85423,23.08141,76.91859
DEKALB,HG,0.956677,3.294374,2.603864,67.19198,30.20416,69.79584
DEKALB,HH,0,0.178161,0.089081,97.97173,1.939192,98.06081
DEKALB,HI,0.289097,1.337401,0.957798,85.49906,13.54314,86.45686
DEKALB,IA,0.711276,2.040785,1.731669,82.89017,15.37816,84.62184
DEKALB,IB,0.406276,1.464009,1.13828,85.71429,13.14743,86.85257
DEKALB,JA,0.044822,1.697254,0.893449,75.11592,23.99063,76.00937
DEKALB,JB,0.744742,1.859189,1.674336,82.77467,15.55099,84.44901
DEKALB,KA,0,0.35207,0.176035,94.88491,4.939055,95.06095
DEKALB,KB,0.046843,3.61771,1.855698,40.84778,57.29652,42.70348
DEKALB,KC,0,0.250785,0.125393,97.45763,2.41698,97.58302
DEKALB,KE,0,0.40582,0.20291,94.34229,5.454799,94.5452
DEKALB,KG,0.175685,3.328699,1.840034,51.60966,46.55031,53.44969
DEKALB,LA,0.252479,2.617351,1.561154,67.31781,31.12104,68.87896
DEKALB,LB,0.136563,2.163645,1.218385,73.16384,25.61777,74.38223
DEKALB,LC,0.53256,1.90702,1.48607,75.88517,22.62876,77.37124
DEKALB,LD,0,1.074818,0.537409,92.19512,7.267469,92.73253
DEKALB,LE,0.100986,1.086665,0.644318,85.21883,14.13685,85.86315
DEKALB,LH,0,0.246351,0.123175,97.44059,2.43624,97.56376
DEKALB,LV,0.36569,3.053557,1.892469,60.70234,37.40519,62.59481
DEKALB,MA,0,0.773873,0.386937,94.33198,5.281079,94.71892
DEKALB,MB,0,0.426223,0.213112,94.57995,5.206943,94.79306
DEKALB,MC,0,0.108188,0.054094,97.68583,2.260072,97.73993
DEKALB,MD,0,0.251636,0.125818,94.78563,5.088551,94.91145
DEKALB,ME,0.422674,1.575554,1.210451,80.76923,18.02032,81.97968
DEKALB,MF,0,0.145013,0.072507,97.26721,2.660287,97.33971
DEKALB,MG,0.147842,1.748467,1.022076,81.62231,17.35562,82.64438
DEKALB,MH,0.320959,3.467328,2.054623,54.73322,43.21216,56.78784
DEKALB,MI,0,0.231654,0.115827,97.23404,2.65013,97.34987
DEKALB,MJ,0.384955,1.457769,1.113839,88.03419,10.85197,89.14803
DEKALB,MK,0.623606,2.13714,1.692176,80.10638,18.20144,81.79856
DEKALB,ML,0,0.362845,0.181422,96.83482,2.983761,97.01624
DEKALB,MN,0,0.646016,0.323008,91.85751,7.819486,92.18051
DEKALB,MO,0,0.830577,0.415288,92.77709,6.807626,93.19237
DEKALB,MP,0,0.181443,0.090722,95.81395,4.095325,95.90468
DEKALB,MQ,0.129875,3.585147,1.922448,43.60374,54.47381,45.52619
DEKALB,MR,0,0.416557,0.208278,95.68345,4.108268,95.89173
DEKALB,MS,0.211414,3.497969,1.960399,50.04329,47.99631,52.00369
DEKALB,MT,0,0.449764,0.224882,93.13454,6.640583,93.35942
DEKALB,MU,0.291622,3.360839,1.972041,55.18207,42.84589,57.15411
DEKALB,MV,0,0.382888,0.191444,95.39474,4.413819,95.58618
DEKALB,MW,0.57601,1.65811,1.405065,83.23944,15.3555,84.6445
DEKALB,MZ,0,0.264226,0.132113,97.09127,2.776613,97.22339
DEKALB,NB,0.152681,0.985632,0.645497,88.15789,11.19661,88.80339
DEKALB,NC,0,1.106224,0.553112,91.22807,8.218818,91.78118
DEKALB,ND,0.137135,2.339798,1.307034,74.49909,24.19388,75.80612
DEKALB,NF,0.706184,2.75949,2.085929,70.04831,27.86576,72.13424
DEKALB,OA,0.244054,2.636515,1.562312,66.78201,31.65568,68.34432
DEKALB,OB,0.693139,2.866777,2.126528,70.78853,27.08494,72.91506
DEKALB,OK,0.024991,0.584909,0.317446,92.51578,7.166774,92.83323
DEKALB,OV,0,0.19932,0.09966,97.4669,2.433443,97.56656
DEKALB,PA,0,0.674986,0.337493,91.59021,8.072293,91.92771
DEKALB,PB,0.801071,2.642732,2.122437,74.22158,23.65598,76.34402
DEKALB,PC,0,0.515558,0.257779,96.13197,3.610253,96.38975
DEKALB,PE,0.072629,0.475629,0.310444,96.40288,3.286679,96.71332
DEKALB,PF,0.696856,2.063903,1.728808,84.32894,13.94225,86.05775
DEKALB,PG,0.15672,0.657325,0.485382,88.7538,10.76082,89.23918
DEKALB,PH,0,0.633171,0.316586,94.33198,5.351431,94.64857
DEKALB,PI,0,0.363123,0.181561,96.30872,3.509714,96.49029
DEKALB,PN,0,0.525487,0.262744,93.52518,6.212077,93.78792
DEKALB,PR,0,0.15108,0.07554,97.17349,2.750971,97.24903
DEKALB,RA,0,0.391822,0.195911,96.37681,3.427277,96.57272
DEKALB,RC,0,0.193523,0.096762,96.76044,3.142795,96.8572
DEKALB,RD,0.223187,2.545177,1.495776,72.01365,26.49057,73.50943
DEKALB,RE,0,0.997297,0.498648,92.73461,6.76674,93.23326
DEKALB,RF,0,0.317709,0.158854,96.82259,3.018551,96.98145
DEKALB,RG,0,0.807236,0.403618,93.77593,5.820448,94.17955
DEKALB,RH,0,0.277895,0.138948,96.74923,3.111826,96.88817
DEKALB,RI,0,0.241559,0.12078,96.01828,3.860944,96.13906
DEKALB,RJ,0,0.960754,0.480377,94.85531,4.664318,95.33568
DEKALB,RK,0,0.489006,0.244503,96.78492,2.970574,97.02943
DEKALB,RL,0,0.956326,0.478163,93.71666,5.80518,94.19482
DEKALB,RM,0,0.499942,0.249971,94.51288,5.237151,94.76285
DEKALB,SA,0.116582,2.48854,1.360852,68.57654,30.0626,69.9374
DEKALB,SB,0.201938,1.373965,0.88892,81.77874,17.33234,82.66766
DEKALB,SC,0,0.775655,0.387828,92.10234,7.509836,92.49016
DEKALB,SD,0.758829,2.976709,2.247183,81.81818,15.93463,84.06537
DEKALB,SE,0.647463,3.221542,2.258234,49.24386,48.49791,51.50209
DEKALB,SF,0.191462,2.939327,1.661126,54.77778,43.5611,56.4389
DEKALB,SG,0,0.269902,0.134951,97.41935,2.445694,97.55431
DEKALB,SH,1.278815,3.050452,2.804041,62.88416,34.3118,65.6882
DEKALB,SI,0,1.843173,0.921587,92.84603,6.232379,93.76762
DEKALB,SJ,0,0.985632,0.492816,92.78642,6.720762,93.27924
DEKALB,SK,0,0.464823,0.232412,96.38404,3.383548,96.61645
DEKALB,SL,0,1.101479,0.55074,93.73777,5.711491,94.28851
DEKALB,SM,0,0.240745,0.120372,96.65272,3.226908,96.77309
DEKALB,SN,0.207595,1.92649,1.170841,75.22604,23.60312,76.39688
DEKALB,SO,0,0.394407,0.197203,96.54112,3.261674,96.73833
DEKALB,SP,0,1.07809,0.539045,92.26994,7.191016,92.80898
DEKALB,SQ,1.239198,1.706119,2.092258,78.50467,19.40307,80.59693
DEKALB,SR,0,0.50665,0.253325,95.6338,4.112872,95.88713
DEKALB,SS,0,0.227858,0.113929,96.58936,3.296712,96.70329
DEKALB,ST,0,0.544717,0.272359,95.2745,4.453145,95.54685
DEKALB,SU,0,0.466503,0.233252,96.47378,3.292969,96.70703
DEKALB,SV,0,0.47039,0.235195,94.061,5.70381,94.29619
DEKALB,SW,0,0.296897,0.148449,96.54511,3.306446,96.69355
DEKALB,SY,0,0.149496,0.074748,96.61922,3.306035,96.69396
DEKALB,TA,0,0.451119,0.225559,95.26687,4.507573,95.49243
DEKALB,TC,0,0.297457,0.148729,96.79487,3.0564,96.9436
DEKALB,TF,0.532432,3.174533,2.119699,61.28417,36.59613,63.40387
DEKALB,TG,0.097911,3.390216,1.793019,47.59887,50.60811,49.39189
DEKALB,TH,0.940199,2.840122,2.36026,69.85726,27.78248,72.21752
DEKALB,VB,0.276143,1.72575,1.139018,82.24852,16.61246,83.38754
DEKALB,WA,0,0.311699,0.155849,97.18785,2.656299,97.3437
DEKALB,WB,0,0.251302,0.125651,96.48815,3.386201,96.6138
DEKALB,WD,0,0.838794,0.419397,95.38598,4.194623,95.80538
DEKALB,WF,0.085991,0.736812,0.454397,89.06414,10.48146,89.51854
DEKALB,WG,0,0.613101,0.306551,94.5269,5.166548,94.83345
DEKALB,WI,0.722843,2.970773,2.208229,73.13084,24.66093,75.33907
DEKALB,WJ,0.633471,2.216135,1.741539,73.96907,24.28939,75.71061
DEKALB,WK,0,0.207905,0.103952,97.95918,1.936864,98.06314
DEKALB,WL,0.309731,3.396399,2.00793,50.74875,47.24332,52.75668
DEKALB,WN,0,0.568354,0.284177,94.52555,5.190276,94.80972
DEKALB,YA,0,0.186368,0.093184,96.18321,3.72361,96.27639
DODGE,CHAUN,1.964003,1.946853,2.93743,18.3908,78.67177,21.32823
DODGE,CLARK,0,0,0,0,100,0
DODGE,EDDIN,2.483159,2.575737,3.771027,27.04082,69.18816,30.81184
DODGE,EMPIR,0.508478,1.715961,1.366459,10.92437,87.70917,12.29083
DODGE,JAYBI,2.119648,3.10005,3.669673,41.46341,54.86691,45.13309
DODGE,JONES,0.402211,0.859134,0.831778,15.44118,83.72705,16.27295
DODGE,LEE,3.07731,1.955663,4.055142,31.77028,64.17457,35.82543
DODGE,MCCRA,1.610625,1.169996,2.195623,22.61905,75.18533,24.81467
DODGE,MILAN,1.767749,2.615814,3.075656,15.06849,81.85585,18.14415
DODGE,MITCH,1.545387,2.25714,2.673956,19.26606,78.05999,21.94001
DODGE,MULLI,1.91793,1.875716,2.855788,25.64103,71.50319,28.49681
DODGE,PLAIN,0.758159,1.528888,1.522604,10.79137,87.68603,12.31397
DODGE,PONDT,2.255058,2.193489,3.351803,17.68293,78.96527,21.03473
DODGE,RAWLI,1.933309,1.932838,2.899728,21.58055,75.51972,24.48028
DODGE,VILUL,1.061414,0.621301,1.372065,2.631579,95.99636,4.003644
DODGE,YONKE,0.688488,1.329648,1.353312,15.55556,83.09113,16.90887
DOOLY,2,3.311277,2.670238,4.646396,41.86047,53.49314,46.50686
DOOLY,5,3.156882,3.224249,4.769006,44.69274,50.53826,49.46174
DOOLY,7,3.553238,3.251195,5.178835,42.41877,52.40239,47.59761
DOOLY,8,2.017661,3.556211,3.795767,40.03215,56.17208,43.82792
DOOLY,10,4.918711,3.006809,6.422115,19.38776,74.19013,25.80987
DOUGHERTY,1,2.681022,3.562478,4.462261,49.57411,45.96363,54.03637
DOUGHERTY,2,1.959347,3.272842,3.595768,66.02564,30.37859,69.62141
DOUGHERTY,3,2.302041,3.557903,4.080993,57.74648,38.17253,61.82747
DOUGHERTY,4,2.58206,3.448409,4.306264,49.70105,45.99269,54.00731
DOUGHERTY,5,2.238845,3.293695,3.885693,61.04129,35.07301,64.92699
DOUGHERTY,6,2.338097,3.58118,4.128687,48.58491,47.28641,52.71359
DOUGHERTY,7,1.489554,2.067549,2.523329,77.9949,19.48177,80.51823
DOUGHERTY,8,0,0.543747,0.271873,94.0458,5.682325,94.31767
DOUGHERTY,9,2.351375,3.576536,4.139643,46.32588,49.53448,50.46552
DOUGHERTY,10,0,0.181565,0.090783,97.2028,2.70642,97.29358
DOUGHERTY,11,0,0.096807,0.048404,99.39394,0.557657,99.44234
DOUGHERTY,12,0,0.104261,0.05213,97.45223,2.49564,97.50436
DOUGHERTY,13,0.565486,0.391283,0.761128,86.70213,12.53674,87.46326
DOUGHERTY,14,0,0.342327,0.171164,92.8934,6.935435,93.06456
DOUGHERTY,15,1.071901,2.065128,2.104465,81.21547,16.68007,83.31993
DOUGHERTY,16,0,0.474045,0.237023,94.59459,5.168383,94.83162
DOUGHERTY,17,0,0.152013,0.076006,96.36364,3.560357,96.43964
DOUGHERTY,18,0,1.145838,0.572919,91.56328,7.863806,92.13619
DOUGHERTY,19,0.803254,3.077575,2.342041,82.06897,15.58899,84.41101
DOUGHERTY,20,2.045355,3.358835,3.724773,58.80218,37.47305,62.52695
DOUGHERTY,21,1.489104,2.103468,2.540838,74.59016,22.869,77.131
DOUGHERTY,22,0.361859,1.55988,1.141799,87.64569,11.21251,88.78749
DOUGHERTY,23,1.814656,2.94963,3.289472,70.23256,26.47797,73.52203
DOUGHERTY,24,0,0.99793,0.498965,92.33449,7.16654,92.83346
DOUGHERTY,25,1.734332,3.584651,3.526657,45.75045,50.72289,49.27711
DOUGHERTY,26,0,0.234616,0.117308,93.33333,6.549359,93.45064
DOUGHERTY,27,2.246581,3.557933,4.025547,44.47115,51.5033,48.4967
DOUGHERTY,28,0,0.578534,0.289267,97.60479,2.105942,97.89406
DOUGLAS,729,0.569874,1.483474,1.311611,86.26163,12.42676,87.57324
DOUGLAS,730,1.946636,3.058448,3.47586,66.21937,30.30477,69.69523
DOUGLAS,731,1.996671,3.40019,3.696766,49.91653,46.38671,53.61329
DOUGLAS,732,0.683095,1.156241,1.261216,85.38539,13.3534,86.6466
DOUGLAS,733,1.728879,2.917651,3.187704,68.32994,28.48236,71.51764
DOUGLAS,734,2.039512,3.60408,3.841552,39.58785,56.5706,43.4294
DOUGLAS,735,1.762177,3.634693,3.579524,39.77456,56.64592,43.35408
DOUGLAS,737,1.425914,2.421149,2.636489,74.81824,22.54527,77.45473
DOUGLAS,738,2.027931,3.608716,3.832289,46.0114,50.15631,49.84369
DOUGLAS,739,1.880028,2.904131,3.332093,63.26291,33.405,66.595
DOUGLAS,740,2.00203,3.016879,3.510469,58.0222,38.46733,61.53267
DOUGLAS,784,1.407637,2.035615,2.425445,74.53954,23.03501,76.96499
DOUGLAS,785,0.673198,1.102208,1.224302,85.35408,13.42162,86.57838
DOUGLAS,1258,2.084942,3.384768,3.777326,52.17391,44.04876,55.95124
DOUGLAS,1259,2.196552,3.016701,3.704903,57.02247,39.27263,60.72737
DOUGLAS,1260,1.34397,3.634968,3.161454,21.10934,75.72921,24.27079
DOUGLAS,1270,0.205195,1.269162,0.839776,89.34967,9.810554,90.18945
DOUGLAS,1271,1.008145,3.596747,2.806518,21.44979,75.74369,24.25631
DOUGLAS,1272,1.919513,3.548072,3.69355,38.67502,57.63143,42.36857
DOUGLAS,1273,1.928643,3.48709,3.672187,56.77831,39.5495,60.4505
DOUGLAS,1274,1.881565,3.629143,3.696137,50.16722,46.13664,53.86336
DOUGLAS,1275,0.954737,1.768556,1.839015,82.09156,16.06942,83.93058
DOUGLAS,1276,2.028539,3.203227,3.630153,56.19835,40.1715,59.8285
DOUGLAS,736N,1.741124,2.016481,2.749364,70.75589,26.49475,73.50525
DOUGLAS,736S,1.974495,2.514142,3.231566,67.59594,29.17249,70.82751
EARLY,A,3.930725,3.562041,5.711745,45.12195,49.1663,50.8337
EARLY,B,3.709891,3.54079,5.480286,52.61438,41.90533,58.09467
EARLY,CS,2.127213,3.516635,3.88553,18.87324,77.24123,22.75877
EARLY,CUBA,3.106201,3.630257,4.921329,29.47846,65.60021,34.39979
EARLY,U,2.221097,2.819734,3.630964,17.48252,78.88652,21.11348
ECHOLS,1058,0.083222,1.419094,0.792769,10.12024,89.08699,10.91301
EFFINGHAM,1A,0.411138,2.546139,1.684208,18.05556,80.26024,19.73976
EFFINGHAM,1B,0.375378,2.649121,1.699939,13.30189,84.99817,15.00183
EFFINGHAM,1C,0.565827,2.951546,2.0416,20.21563,77.74277,22.25723
EFFINGHAM,1D,0.105335,2.297526,1.254098,10.96979,87.77611,12.22389
EFFINGHAM,2A,0.588869,2.958752,2.068245,19.96497,77.96678,22.03322
EFFINGHAM,2B,0.80915,3.009195,2.313748,24.49373,73.19252,26.80748
EFFINGHAM,2C,1.129174,3.033477,2.645913,23.56955,73.78453,26.21547
EFFINGHAM,3A,1.160317,2.704349,2.512491,15.23046,82.25705,17.74295
EFFINGHAM,3B,2.64894,3.398611,4.348246,26.97248,68.67928,31.32072
EFFINGHAM,3C,1.338103,2.287505,2.481856,22.34763,75.17051,24.82949
EFFINGHAM,3D,1.539952,3.056837,3.068371,21.8677,75.06392,24.93608
EFFINGHAM,4A,1.008689,2.746421,2.3819,20.80666,76.81144,23.18856
EFFINGHAM,4B,1.671185,3.575704,3.459038,26.81883,69.72213,30.27787
EFFINGHAM,4C,0.39662,2.462733,1.627987,12.19512,86.17689,13.82311
EFFINGHAM,5A,0.740734,2.792831,2.13715,18.0399,79.82295,20.17705
EFFINGHAM,5B,1.50361,3.475228,3.241224,32.42525,64.33353,35.66647
EFFINGHAM,5C,1.213888,3.187708,2.807742,27.04678,70.14547,29.85453
ELBERT,189,3.154638,3.625506,4.967391,40.05431,54.9783,45.0217
ELBERT,190,2.065169,2.138846,3.134592,19.66527,77.20014,22.79986
ELBERT,191,1.831059,2.760248,3.211183,17.05686,79.73196,20.26804
ELBERT,192,0.531818,2.567104,1.81537,13.33333,84.8513,15.1487
ELBERT,193,2.471415,2.974569,3.9587,19.68811,76.35319,23.64681
ELBERT,196,1.251222,3.179816,2.84113,13.7931,83.36577,16.63423
ELBERT,197,2.56995,3.626079,4.38299,31.11888,64.49813,35.50187
ELBERT,199,0.026545,2.000156,1.026623,15.06849,83.90488,16.09512
ELBERT,201,1.10522,2.80757,2.509005,14.28571,83.20528,16.79472
ELBERT,202,1.256591,2.396756,2.454969,24.18301,73.36202,26.63798
ELBERT,315,1.037393,2.799455,2.437121,17.64706,79.91582,20.08418
EMANUEL,50,0.161548,1.262573,0.792834,8.280255,90.92691,9.073089
EMANUEL,52,4.914959,3.504363,6.66714,37.03704,56.29582,43.70418
EMANUEL,53,3.228383,2.816249,4.636508,32.04819,63.3153,36.6847
EMANUEL,57,2.060111,2.642768,3.381495,18.4,78.2185,21.7815
EMANUEL,58,2.782745,3.277085,4.421287,31.11111,64.4676,35.5324
EMANUEL,1208,0,0.610319,0.305159,6.343284,93.35156,6.648443
EMANUEL,1333,1.838075,2.214792,2.945471,25.29412,71.76041,28.23959
EMANUEL,1429,1.341061,2.922189,2.802155,24.24242,72.95542,27.04458
EMANUEL,1502,1.549073,1.496532,2.297339,18.75,78.95266,21.04734
EMANUEL,1560,2.795871,3.260839,4.426291,30.15564,65.41807,34.58193
EMANUEL,1748,0.930554,1.515801,1.688455,14.36464,83.9469,16.0531
EVANS,11,2.294021,3.181844,3.884943,27.78403,68.33103,31.66897
FANNIN,COLW,0,2.293472,1.146736,13.62319,85.23008,14.76992
FANNIN,FAIR,0,2.663812,1.331906,17.91444,80.75366,19.24634
FANNIN,FLIN,0,1.831061,0.91553,10.28249,88.80198,11.19802
FANNIN,HEMP,0,2.575897,1.287948,16.62404,82.08801,17.91199
FANNIN,HOTH,0,2.433693,1.216847,14.48598,84.29717,15.70283
FANNIN,MINE,0,2.003106,1.001553,11.98786,87.01059,12.98941
FANNIN,MOBI,0,1.815496,0.907748,15.38462,83.70764,16.29236
FANNIN,MORG,0,2.393337,1.196668,15.8284,82.97493,17.02507
FANNIN,NOON,0,2.332435,1.166218,17.21612,81.61767,18.38233
