County,Precinct,Race,Party,Index,Baseline,Perdue,Ossoff
CHEROKEE,19,0.23389,3.304318,1.886049,25.53318,72.58078,27.41922
CHEROKEE,20,0,2.257909,1.128955,11.94497,86.92608,13.07392
CHEROKEE,21,0.045811,3.181422,1.636521,22.58533,75.77815,24.22185
CHEROKEE,22,0.235252,2.734138,1.602321,24.23971,74.15797,25.84203
CHEROKEE,23,0.306319,3.372277,1.992458,29.59302,68.41452,31.58548
CHEROKEE,24,0.542742,3.279639,2.182562,27.47816,70.33928,29.66072
CHEROKEE,26,0.313543,3.529447,2.078266,31.50834,66.41339,33.58661
CHEROKEE,27,0.089549,2.582062,1.380579,16.26016,82.35926,17.64074
CHEROKEE,28,0,2.957722,1.478861,22.46503,76.0561,23.9439
CHEROKEE,29,0.435043,3.071049,1.970568,25.27197,72.75747,27.24253
CHEROKEE,30,0,1.890211,0.945106,8.825787,90.22911,9.770892
CHEROKEE,31,0.535858,2.937382,2.004549,26.88053,71.11492,28.88508
CHEROKEE,32,0.08962,3.349217,1.764228,25.68807,72.5477,27.4523
CHEROKEE,33,0,1.580522,0.790261,11.2782,87.93154,12.06846
CHEROKEE,34,0.04519,3.019667,1.555023,21.43975,77.00523,22.99477
CHEROKEE,35,0,2.262832,1.131416,14.43418,84.4344,15.5656
CHEROKEE,36,0.070613,3.052963,1.597095,22.80595,75.59695,24.40305
CHEROKEE,37,0.262275,3.187546,1.856048,26.3396,71.80436,28.19564
CHEROKEE,38,0,2.527697,1.263849,16.14429,82.59186,17.40814
CHEROKEE,39,0,2.42487,1.212435,17.20873,81.57884,18.42116
CHEROKEE,40,0.098917,3.077692,1.637763,24.12556,74.23668,25.76332
CHEROKEE,41,0,2.974606,1.487303,17.55146,80.96123,19.03877
CHEROKEE,42,0,2.769768,1.384884,21.69146,76.92365,23.07635
CHEROKEE,43,0.256803,3.635595,2.074601,36.1516,61.7738,38.2262
CHEROKEE,44,0.263988,3.56417,2.046073,33.40619,64.54773,35.45227
CLARKE,1A,1.138885,3.340794,2.809282,66.18911,31.00161,68.99839
CLARKE,1B,1.307178,3.0763,2.845328,63.85435,33.30032,66.69968
CLARKE,1C,0.207565,2.57686,1.495995,64.90566,33.59834,66.40166
CLARKE,1D,0.624909,2.963405,2.106611,59.95694,37.93645,62.06355
CLARKE,2A,0.932388,1.992239,1.928508,80.68433,17.38717,82.61283
CLARKE,2B,0.314074,0.76939,0.698769,87.47063,11.8306,88.1694
CLARKE,3A,0.488837,1.053329,1.015501,85.2071,13.7774,86.2226
CLARKE,3B,0.466483,1.107324,1.020145,79.24528,19.73457,80.26543
CLARKE,4A,0.81434,1.994515,1.811598,70.3645,27.8239,72.1761
CLARKE,4B,0.294519,2.026061,1.30755,68.6722,30.02025,69.97975
CLARKE,5A,0.423165,2.654834,1.750582,68.8687,29.38071,70.61929
CLARKE,5B,1.089966,2.730918,2.455425,69.57965,27.96493,72.03507
CLARKE,5C,0.072958,0.747351,0.446633,90.33372,9.21965,90.78035
CLARKE,5D,1.246722,2.687819,2.590632,73.67803,23.73134,76.26866
CLARKE,6A,1.411324,3.516507,3.169578,49.27885,47.55158,52.44842
CLARKE,6B,1.193987,3.09462,2.741297,60.87329,36.38542,63.61458
CLARKE,6C,0.763976,3.28478,2.406366,55.30228,42.29135,57.70865
CLARKE,6D,0.405235,1.759727,1.285099,74.87521,23.83969,76.16031
CLARKE,7A,0.804126,3.069757,2.339004,59.54357,38.11743,61.88257
CLARKE,7B,0.598219,2.972346,2.084392,57.49761,40.418,59.582
CLARKE,7C,0.166938,2.777519,1.555698,61.52242,36.92188,63.07812
CLARKE,8A,0.71331,2.700826,2.063723,69.93318,28.00309,71.99691
CLARKE,8B,0.679296,2.666228,2.01241,71.31012,26.67747,73.32253
CLARKE,8C,0.574161,2.656981,1.902652,70.43633,27.66102,72.33898
CLAY,1,3.283041,3.630916,5.098499,28.57143,66.33007,33.66993
CLAY,2,3.105022,3.242412,4.726228,60.15625,35.11752,64.88248
CLAY,3,2.246794,2.715391,3.60449,70,26.39551,73.60449
CLAY,4,4.474639,3.482912,6.216095,38.51351,55.27039,44.72961
CLAY,5,3.507245,3.529006,5.271748,31.1828,63.54546,36.45454
CLAYTON,EW1,0,0.558772,0.279386,94.97942,4.74119,95.25881
CLAYTON,EW2,0,1.852342,0.926171,93.69963,5.374195,94.6258
CLAYTON,FP1,1.396742,2.48378,2.638633,77.85016,19.5112,80.4888
CLAYTON,FP2,0.580015,1.764426,1.462229,85.93997,12.5978,87.4022
CLAYTON,FP3,1.278194,2.153729,2.355059,78.35951,19.28543,80.71457
CLAYTON,FP4,1.738319,3.211713,3.344176,65.31008,31.34575,68.65425
CLAYTON,FP5,1.114632,2.291417,2.260341,80.29279,17.44687,82.55313
CLAYTON,FP6,2.086234,3.252167,3.712318,62.17391,34.11377,65.88623
CLAYTON,JB01,0,1.013668,0.506834,93.56784,5.925327,94.07467
CLAYTON,JB02,0,0.445276,0.222638,94.21922,5.558143,94.44186
CLAYTON,JB03,0.886707,1.472081,1.622748,83.27273,15.10452,84.89548
CLAYTON,JB04,0.876186,2.262368,2.00737,83.36192,14.63071,85.36929
CLAYTON,JB05,1.329319,2.654239,2.656438,77.86378,19.47978,80.52022
CLAYTON,JB06,2.367572,3.130852,3.932998,49.75075,46.31625,53.68375
CLAYTON,JB07,1.128718,2.17948,2.218457,80.80524,16.9763,83.0237
CLAYTON,JB08,0,0.850194,0.425097,91.50943,8.065469,91.93453
CLAYTON,JB09,0.468508,2.14315,1.540082,87.31563,11.14428,88.85572
CLAYTON,JB10,0.182155,1.256769,0.81054,89.53642,9.653037,90.34696
CLAYTON,JB11,1.152383,1.806647,2.055706,80.08785,17.85645,82.14355
CLAYTON,JB12,0,0.63742,0.31871,93.65798,6.023306,93.97669
CLAYTON,JB13,0.33612,1.303102,0.987671,88.09202,10.92031,89.07969
CLAYTON,JB14,1.586111,2.49593,2.834076,73.32913,23.83679,76.16321
CLAYTON,JB15,0.057371,1.460839,0.78779,90.48295,8.729255,91.27074
CLAYTON,JB16,0.351411,1.956218,1.32952,88.12709,10.54339,89.45661
CLAYTON,JB17,0,0.798592,0.399296,92.32643,7.274273,92.72573
CLAYTON,JB18,0.511865,1.432154,1.227942,86.67335,12.09871,87.90129
CLAYTON,JB19,0,1.852342,0.926171,90.96573,8.108097,91.8919
CLAYTON,LC1,0.652157,1.690723,1.497518,85.51198,12.9905,87.0095
CLAYTON,LJ1,0.416178,1.393968,1.113162,87.583,11.30384,88.69616
CLAYTON,LJ2,0.321667,1.190573,0.916954,88.5,10.58305,89.41695
CLAYTON,LJ3,0.708016,1.51569,1.465861,85.11561,13.41853,86.58147
CLAYTON,LJ4,0,0.957117,0.478558,91.09631,8.425136,91.57486
CLAYTON,LJ5,0,1.189558,0.594779,92.20898,7.196238,92.80376
CLAYTON,LJ6,0,1.249381,0.624691,90.95705,8.418263,91.58174
CLAYTON,LJ7,0.837743,1.220464,1.447974,83.63229,14.91974,85.08026
CLAYTON,MO1,0,1.539652,0.769826,91.46801,7.762169,92.23783
CLAYTON,MO10,3.25497,1.715616,4.112778,62.53521,33.35201,66.64799
CLAYTON,MO11,2.473587,1.889664,3.418419,72.97297,23.60861,76.39139
CLAYTON,MO2,0.871827,3.238329,2.490991,77.43056,20.07845,79.92155
CLAYTON,MO3,0,1.937001,0.9685,90.62769,8.403813,91.59619
CLAYTON,MO4,0.640658,2.391938,1.836627,84.49096,13.67241,86.32759
CLAYTON,MO5,1.530358,1.385476,2.223096,78.68561,19.09129,80.90871
CLAYTON,MO6,0,1.891579,0.945789,92.86328,6.190926,93.80907
CLAYTON,MO7,0.608622,2.497134,1.857189,84.76821,13.3746,86.6254
CLAYTON,MO8,1.140651,0.790127,1.535715,82.63736,15.82692,84.17308
CLAYTON,MO9,0.321409,1.752784,1.197801,88.4253,10.3769,89.6231
CLAYTON,OAK1,0,0.389943,0.194971,96.77852,3.026505,96.97349
CLAYTON,OAK2,0,0.794656,0.397328,94.1704,5.432269,94.56773
CLAYTON,OAK3,0,0.62593,0.312965,95.47445,4.212582,95.78742
CLAYTON,OAK4,0,0.439636,0.219818,95,4.780182,95.21982
CLAYTON,OAK5,0,0.562541,0.281271,94.2029,5.515831,94.48417
CLAYTON,PH1,0.041754,0.981984,0.532746,90.3169,9.150353,90.84965
CLAYTON,PH2,1.136778,2.251148,2.262352,80.31954,17.41811,82.58189
CLAYTON,RD01,0,0.606554,0.303277,93.39408,6.302645,93.69735
CLAYTON,RD02,0,0.629535,0.314767,94.59746,5.087775,94.91223
CLAYTON,RD03,0,0.473095,0.236547,95.35902,4.404433,95.59557
CLAYTON,RD04,0.130478,1.499728,0.880342,89.57746,9.542193,90.45781
CLAYTON,RD05,0,1.059145,0.529572,92.53731,6.933114,93.06689
CLAYTON,RD06,0.508415,1.958455,1.487642,86.99301,11.51935,88.48065
CLAYTON,RD07,0.908861,1.553414,1.685568,83.58714,14.72729,85.27271
CLAYTON,RD08,0.005357,0.955482,0.483098,90.74074,8.776162,91.22384
CLAYTON,RD09,0.133554,1.458159,0.862633,88.97436,10.16301,89.83699
CLAYTON,RD10,0,0.302515,0.151257,96.39769,3.451048,96.54895
CLAYTON,RD11,0,0.797477,0.398738,95.21605,4.385212,95.61479
CLAYTON,RD12,0,0.822954,0.411477,95.12195,4.466572,95.53343
CLINCH,AB,0.542021,2.429668,1.756855,15.38462,82.85853,17.14147
CLINCH,AG,1.596719,1.805817,2.499627,11.01695,86.48342,13.51658
CLINCH,D,2.238123,2.771024,3.623635,16.88312,79.49325,20.50675
CLINCH,F,0.80951,2.015374,1.817197,26.08696,72.09585,27.90415
CLINCH,H,3.109957,1.447988,3.83395,21.02147,75.14458,24.85542
COBB,AC1A,1.277016,3.621856,3.087944,44.51948,52.39258,47.60742
COBB,AC1B,1.235364,3.59538,3.033054,41.8106,55.15634,44.84366
COBB,AC1C,1.592547,3.167169,3.176131,61.26482,35.55905,64.44095
COBB,AD01,0.570496,3.631872,2.386432,47.49642,50.11714,49.88286
COBB,AU1A,0.848971,2.268942,1.983442,82.9393,15.07726,84.92274
COBB,BF02,0.802734,3.628413,2.61694,45.64984,51.73322,48.26678
COBB,BF03,0.827927,3.564926,2.61039,49.12,48.26961,51.73039
COBB,BF04,0.626608,3.626911,2.440063,42.65669,54.90325,45.09675
COBB,BG01,0.890051,3.575084,2.677592,45.6621,51.66031,48.33969
COBB,BG02,1.009472,3.634937,2.826941,45.1489,52.02416,47.97584
COBB,BK01,1.278427,3.370811,2.963833,59.375,37.66117,62.33883
COBB,BR01,1.41432,3.435806,3.132223,66.47727,30.3905,69.6095
COBB,BR02,1.232144,3.210332,2.83731,69.14644,28.01625,71.98375
COBB,BT01,0,0.618066,0.309033,93.96783,5.723139,94.27686
COBB,BT02,0,0.685275,0.342637,93.34179,6.315574,93.68443
COBB,BW01,1.005915,3.462021,2.736925,45.89552,51.36755,48.63245
COBB,CA01,0.918932,2.322992,2.080428,73.98417,23.9354,76.0646
COBB,CH02,0.88327,3.600593,2.683566,35.48983,61.8266,38.1734
COBB,CH03,1.142338,3.621474,2.953075,47.33766,49.70926,50.29074
COBB,CK01,1.204013,3.541237,2.974631,64.5584,32.46696,67.53304
COBB,CL01,1.62705,3.512532,3.383316,61.77024,34.84644,65.15356
COBB,CL02,1.537351,2.959736,3.01722,73.1905,23.79228,76.20772
COBB,CO01,1.094643,2.402051,2.295669,80.20766,17.49667,82.50333
COBB,CR01,0.207862,3.565772,1.990748,36.63265,61.3766,38.6234
COBB,DC01,0.164375,3.618719,1.973735,37.62376,60.4025,39.5975
COBB,DI01,1.130169,2.854441,2.55739,75.72464,21.71797,78.28203
COBB,DI02,1.162723,2.416573,2.371009,74.24779,23.3812,76.6188
COBB,DL01,1.321318,3.559534,3.101085,50.93168,45.96724,54.03276
COBB,DO01,0.24655,3.605868,2.049483,40.25357,57.69695,42.30305
COBB,DU01,0.768548,3.390896,2.463996,27.47312,70.06289,29.93711
COBB,DV01,0.352557,3.614127,2.159621,45.2381,52.60228,47.39772
COBB,EA01,0.088383,3.634282,1.905524,37.95782,60.13665,39.86335
COBB,EA02,0.358801,3.625627,2.171614,39.41423,58.41416,41.58584
COBB,EL01,1.091372,2.936063,2.559403,71.32867,26.11193,73.88807
COBB,EL02,0.614233,3.551147,2.389807,45.19369,52.41651,47.58349
COBB,EL03,0.445393,3.591909,2.241347,45.42125,52.33741,47.66259
COBB,EL04,0.907837,3.461429,2.638552,63.99457,33.36688,66.63312
COBB,EL05,0.47277,3.60379,2.274665,44.34994,53.3754,46.6246
COBB,EP01,1.276172,3.561739,3.057041,56.88456,40.0584,59.9416
COBB,FO02,1.251134,3.105602,2.803934,73.55769,23.63837,76.36163
COBB,FO04,1.426232,3.264378,3.058421,68.61082,28.33076,71.66924
COBB,FP01,0.459009,3.631533,2.274775,40.61303,57.1122,42.8878
COBB,FR01,0.812992,3.461695,2.543839,26.88253,70.57363,29.42637
COBB,FY01,0.955801,3.425341,2.668471,28.89667,68.43486,31.56514
COBB,GM01,0.358555,3.635101,2.176105,40.62827,57.19562,42.80438
COBB,GT01,0.701604,3.619216,2.511212,41.40351,56.08528,43.91472
COBB,HL01,0.601951,1.567723,1.385813,85.35088,13.26331,86.73669
COBB,HR01,0.56021,3.202885,2.161652,27.29529,70.54306,29.45694
COBB,HT01,0.177665,3.632665,1.993998,39.44805,58.55795,41.44205
COBB,HY01,0.865931,3.47163,2.601746,30.16796,67.2303,32.7697
COBB,KE1A,1.117128,3.633847,2.934052,55.13158,41.93437,58.06563
COBB,KE2A,1.043236,3.633663,2.860067,45.53292,51.60702,48.39298
COBB,KE3A,1.464841,3.295315,3.112498,59.6929,37.1946,62.8054
COBB,KE4A,1.0135,3.633964,2.830482,47.28745,49.88207,50.11793
COBB,KE5A,1.300795,3.462013,3.031801,53.00926,43.95894,56.04106
COBB,KL01,0.307571,3.632851,2.123996,38.80597,59.07003,40.92997
COBB,KP01,0.376006,3.348164,2.050088,29.69871,68.2512,31.7488
COBB,KP02,1.08061,3.596744,2.878982,41.22563,55.89539,44.10461
COBB,KP03,0.702109,3.189819,2.297018,26.49465,71.20833,28.79167
COBB,LA01,0.469537,3.624928,2.282001,39.76411,57.95389,42.04611
COBB,LI01,0.938592,1.876615,1.8769,79.30649,18.81661,81.18339
COBB,LM01,1.196407,3.59917,2.995992,34.59863,62.40538,37.59462
COBB,LM02,0.54123,3.377124,2.229792,28.41782,69.35239,30.64761
COBB,LM03,1.406477,3.522509,3.167732,32.48509,64.34718,35.65282
COBB,LM04,1.024089,3.519755,2.783967,32.81393,64.4021,35.5979
COBB,MA01,1.474941,3.051156,3.000519,70.09744,26.90204,73.09796
COBB,MA02,1.425416,3.017376,2.934104,73.60097,23.46492,76.53508
COBB,MA03,1.246436,3.537346,3.015109,57.9288,39.05609,60.94391
COBB,MA04,0.864478,3.489959,2.609458,56.778,40.61255,59.38745
COBB,MB01,0.146761,3.481662,1.887592,34.11552,63.99688,36.00312
COBB,MC01,1.47311,2.662113,2.804166,73.62339,23.57245,76.42755
COBB,MD01,0.223344,3.617801,2.032244,41.76672,56.20103,43.79897
COBB,ME01,1.826635,3.453752,3.553511,60.77554,35.67095,64.32905
COBB,MK01,0.538795,3.625248,2.351419,35.00931,62.63927,37.36073
COBB,ML01,0.850536,3.554388,2.62773,31.05939,66.31288,33.68712
COBB,MR1A,1.271721,3.037622,2.790532,68.77432,28.43515,71.56485
COBB,MR2A,0.614081,3.496995,2.362579,44.56355,53.07387,46.92613
COBB,MR2B,1.595234,3.543561,3.367014,62.39003,34.24296,65.75704
COBB,MR3A,1.170024,3.339443,2.839745,52.10022,45.06003,54.93997
COBB,MR3B,0.806125,3.024767,2.318508,83.19185,14.48964,85.51036
COBB,MR4A,0.057212,3.300041,1.707233,31.39746,66.89531,33.10469
COBB,MR4B,0.62412,3.596024,2.422132,54.23453,43.34334,56.65666
COBB,MR4C,0.91798,3.507359,2.67166,33.17121,64.15713,35.84287
COBB,MR5A,1.406731,3.041754,2.927608,70.02427,27.04812,72.95188
COBB,MR5B,0.966608,2.482607,2.207911,78.96296,18.82913,81.17087
COBB,MR6A,0.997149,2.672285,2.333291,76.65706,21.00965,78.99035
COBB,MR6B,1.003112,3.476727,2.741476,52.33442,44.92411,55.07589
COBB,MR7A,0.758401,2.121336,1.819069,83.37054,14.8104,85.1896
COBB,MS01,0.508415,3.086029,2.05143,20.44798,77.50059,22.49941
COBB,MS02,0.90977,3.630944,2.725242,41.10429,56.17046,43.82954
COBB,MT01,0.095993,3.625954,1.908969,36.72131,61.36972,38.63028
COBB,MT03,0.256624,3.63523,2.074239,40.19608,57.72968,42.27032
COBB,MT04,0.131828,3.560891,1.912273,34.69852,63.38921,36.61079
COBB,NC01,1.122616,3.620794,2.933013,51.92802,45.13897,54.86103
COBB,NJ01,1.03602,2.154408,2.113224,76.28169,21.60509,78.39491
COBB,NP01,1.298139,3.516833,3.056556,60.80645,36.13699,63.86301
COBB,NS01,0.548491,3.619506,2.358243,44.8227,52.81906,47.18094
COBB,OK01,1.070174,3.360256,2.750302,61.12431,36.12539,63.87461
COBB,OR01,1.118137,3.484842,2.860558,37.89809,59.24135,40.75865
COBB,OR02,1.12686,2.789503,2.521611,76.6401,20.83829,79.16171
COBB,OR03,1.188733,3.066145,2.721805,74.09091,23.18729,76.81271
COBB,OR04,1.550499,2.782413,2.941706,69.73875,27.31954,72.68046
COBB,OR05,1.589333,3.337064,3.257865,60.62005,36.12208,63.87792
COBB,PE01,0.876873,2.117435,1.935591,82.92063,15.14377,84.85623
COBB,PF01,0.517671,3.619342,2.327342,48.77551,48.89715,51.10285
COBB,PM01,0.759767,3.45288,2.486207,30.42538,67.08841,32.91159
COBB,PM02,0.489291,3.135116,2.056849,26.54639,71.39676,28.60324
COBB,PO01,0.225632,3.61091,2.031086,34.9718,62.99712,37.00288
COBB,PP01,0.447187,3.627872,2.261124,36.99809,60.74079,39.25921
COBB,PR01,0.755938,3.617616,2.564746,40.99154,56.44372,43.55628
COBB,PS1A,1.635198,2.725029,2.997712,70.6138,26.38849,73.61151
COBB,PS2A,1.024763,2.475384,2.262455,80.67299,17.06455,82.93545
COBB,PS3A,1.36245,2.890201,2.80755,74.8974,22.29505,77.70495
COBB,PT01,0.838305,3.635203,2.655906,42.1646,55.17949,44.82051
COBB,RM01,0.508208,3.635661,2.326039,38.31041,59.36355,40.63645
COBB,RS01,0,1.195281,0.597641,91.84466,7.557699,92.4423
COBB,RW01,0.162853,3.635709,1.980708,35.91463,62.10466,37.89534
COBB,RW02,0.177713,3.635611,1.995519,36.88679,61.11769,38.88231
COBB,SA01,0.470734,3.601258,2.271363,47.5761,50.15254,49.84746
COBB,SF01,0.331384,3.625807,2.144288,37.21154,60.64417,39.35583
COBB,SI01,0.23405,3.625344,2.046722,43.9577,53.99557,46.00443
COBB,SM01,0.406189,3.62909,2.220733,45.41154,52.36772,47.63228
COBB,SM03,1.070419,3.608984,2.874911,62.90727,34.21782,65.78218
COBB,SN1A,0.870689,2.563593,2.152485,79.45736,18.39015,81.60985
COBB,SN2A,0.979076,2.574712,2.266433,75.65982,22.07374,77.92626
COBB,SN3A,1.24052,2.783812,2.632426,67.02485,30.34272,69.65728
COBB,SN3B,1.04335,3.309321,2.69801,55.98592,41.31607,58.68393
COBB,SN4A,1.08549,3.431609,2.801295,56.07575,41.12296,58.87704
COBB,SN5A,1.09407,2.916176,2.552158,69.63216,27.81568,72.18432
COBB,SN6A,1.072964,3.425564,2.785746,59.04472,38.16954,61.83046
COBB,SN7A,1.138401,2.572888,2.424845,70.58824,26.98692,73.01308
COBB,SO01,0.317129,3.603841,2.119049,38.58785,59.2931,40.7069
COBB,SO02,0.838502,3.614434,2.645719,47.52877,49.82551,50.17449
COBB,SO03,0.325939,3.571233,2.111556,41.11732,56.77113,43.22887
COBB,SW01,1.89039,3.374096,3.577438,62.48912,33.93344,66.06656
COBB,SW02,1.102416,2.749629,2.47723,79.10256,18.42021,81.57979
COBB,TM01,1.219435,3.241028,2.839949,70.18717,26.97289,73.02711
COBB,TR01,0.065362,3.635284,1.883004,39.60265,58.51435,41.48565
COBB,VA01,0.740219,3.499147,2.489792,29.08546,68.42475,31.57525
COBB,VG01,0.746858,3.180251,2.336983,72.84314,24.81988,75.18012
COBB,VG02,1.040869,3.295604,2.688671,67.40933,29.902,70.098
COBB,VG03,1.234176,3.142366,2.805359,66.03028,31.16436,68.83564
COBB,VG04,1.058237,3.588762,2.852618,52.21878,44.9286,55.0714
COBB,WG02,1.258586,3.577954,3.047563,51.97156,44.98088,55.01912
COBB,WL01,0.191884,3.634879,2.009324,37.30994,60.68073,39.31927
COFFEE,1,2.79002,2.664876,4.122458,28.18004,67.6975,32.3025
COFFEE,2,1.583471,1.592519,2.37973,17.65464,79.96563,20.03437
COFFEE,3,2.264224,2.139532,3.33399,17.28395,79.38206,20.61794
COFFEE,4,1.849388,2.182545,2.94066,16.95652,80.10282,19.89718
COFFEE,5,1.568776,2.351243,2.744397,18.37748,78.87812,21.12188
COFFEE,6,0.232548,0.677943,0.571519,3.137255,96.29123,3.708774
COLQUITT,1,3.026918,3.197783,4.625809,62.10235,33.27184,66.72816
COLQUITT,2,2.535445,3.396929,4.23391,33.10345,62.66264,37.33736
COLQUITT,7,1.210584,2.319482,2.370326,19.60784,78.02183,21.97817
COLQUITT,8,0.15981,1.380226,0.849923,8.805031,90.34505,9.654954
COLQUITT,9,1.173019,2.923194,2.634616,31.91489,65.45049,34.54951
COLQUITT,10,3.002006,3.24361,4.623811,21.56863,73.80756,26.19244
COLQUITT,11,0.82781,1.736422,1.696021,14.10256,84.20142,15.79858
COLQUITT,12,0.310173,1.28259,0.951468,10.76233,88.2862,11.7138
COLQUITT,13,0,1.192047,0.596023,10.75269,88.65129,11.34871
COLQUITT,14,0.434333,2.142851,1.505758,12.70073,85.79351,14.20649
COLQUITT,15,0.886807,1.673778,1.723696,16.06061,82.2157,17.7843
COLQUITT,16,0.300637,1.363928,0.982601,8.333333,90.68407,9.315934
COLQUITT,17,1.173641,2.378433,2.362858,14.86486,82.77228,17.22772
COLQUITT,18,0.212468,1.492764,0.95885,11.04034,88.00081,11.99919
COLQUITT,19,1.552272,2.930859,3.017702,18.55422,78.42808,21.57192
COLQUITT,20,0.598955,1.447939,1.322925,13.85281,84.82426,15.17574
COLQUITT,21,0.954469,2.683101,2.296019,6.25,91.45398,8.546019
COLQUITT,22,0,0.919359,0.45968,11.62791,87.91241,12.08759
COLQUITT,23,0.067503,1.420397,0.777702,9.42029,89.80201,10.19799
COLUMBIA,10,0.363419,2.066859,1.396848,10.7393,87.86385,12.13615
COLUMBIA,15,1.112045,3.602457,2.913273,35.15003,61.9367,38.0633
COLUMBIA,16,1.162697,2.811373,2.568383,23.60877,73.82285,26.17715
COLUMBIA,17,1.472285,3.61158,3.278076,32.52891,64.19302,35.80698
COLUMBIA,18,1.576718,3.567885,3.36066,50.92784,45.71151,54.28849
COLUMBIA,20,1.318989,3.127306,2.882642,21.27072,75.84664,24.15336
COLUMBIA,22,2.20443,3.595057,4.001958,33.9207,62.07734,37.92266
COLUMBIA,24,0.987151,2.86998,2.422141,15.69892,81.87893,18.12107
COLUMBIA,25,0.178616,1.840133,1.098682,11.38614,87.51518,12.48482
COLUMBIA,26,1.406895,3.635744,3.224767,39.31707,57.45816,42.54184
COLUMBIA,30,1.933166,3.530226,3.698279,48.21718,48.08454,51.91546
COLUMBIA,31,1.525054,3.387123,3.218616,62.43842,34.34296,65.65704
COLUMBIA,32,1.476332,3.326998,3.139831,38.03279,58.82738,41.17262
COLUMBIA,33,1.671003,3.417925,3.379965,53.39463,43.22541,56.77459
COLUMBIA,34,1.847015,3.211605,3.452818,56.46661,40.08057,59.91943
COLUMBIA,40,1.104274,3.202191,2.705369,18.43854,78.85609,21.14391
COLUMBIA,50,4.072765,3.435806,5.790668,34.11215,60.09718,39.90282
COLUMBIA,51,0,1.918921,0.959461,10.51051,88.53003,11.46997
COLUMBIA,60,1.353941,3.260095,2.983989,29.36345,67.65256,32.34744
COLUMBIA,61,0.48724,3.294486,2.134483,22.98335,74.88216,25.11784
COLUMBIA,62,1.046307,3.40054,2.746577,32.59594,64.65749,35.34251
COLUMBIA,63,0.936327,3.495072,2.683862,26.76282,70.55332,29.44668
COLUMBIA,64,1.477721,3.602384,3.278913,39.65623,57.06486,42.93514
COLUMBIA,65,1.139608,3.142057,2.710637,26.56863,70.72074,29.27926
COLUMBIA,70,1.454279,3.564882,3.23672,42.87729,53.88599,46.11401
COLUMBIA,75,1.317218,3.515517,3.074977,35.54348,61.38155,38.61845
COLUMBIA,76,1.34687,3.551653,3.122697,32.52174,64.35556,35.64444
COLUMBIA,80,0.744935,2.950786,2.220328,21.37405,76.40563,23.59437
COLUMBIA,85,0.718307,2.849331,2.142973,23.63813,74.21889,25.78111
COLUMBIA,90,0.985644,3.183473,2.577381,28.61272,68.8099,31.1901
COLUMBIA,100,1.036384,3.487547,2.780157,32.09055,65.1293,34.8707
COLUMBIA,105,0.223554,2.754759,1.600934,18,80.39907,19.60093
COLUMBIA,107,1.122827,3.561201,2.903427,30.15184,66.94473,33.05527
COLUMBIA,108,0.655432,3.220994,2.265929,26.83264,70.90143,29.09857
COLUMBIA,109,0.50292,3.192031,2.098935,24.75962,73.14145,26.85855
COLUMBIA,110,1.287396,3.537078,3.055935,33.05085,63.89322,36.10678
COLUMBIA,111,0.907284,3.568877,2.691723,33.74486,63.56342,36.43658
COLUMBIA,115,1.234621,3.521409,2.995325,39.63636,57.36831,42.63169
COLUMBIA,120,0.701996,2.60698,2.005487,24.12141,73.87311,26.12689
COLUMBIA,125,1.389327,3.502395,3.140524,34.2033,62.65618,37.34382
COLUMBIA,130,0.899697,3.205422,2.502409,25.29762,72.19997,27.80003
COLUMBIA,131,0.405834,2.229319,1.520493,16.39344,82.08606,17.91394
COLUMBIA,132,0.776978,2.902818,2.228387,26.05119,71.72042,28.27958
COLUMBIA,134,1.000332,3.388481,2.694573,29.36918,67.93624,32.06376
COLUMBIA,135,0.588766,3.193504,2.185518,24.49187,73.32261,26.67739
COLUMBIA,136,0.968568,3.461517,2.699327,31.75676,65.54392,34.45608
COLUMBIA,137,0.812619,3.31567,2.470454,25.71148,71.81806,28.18194
COOK,C,3.081693,3.609633,4.886509,36.50138,58.61211,41.38789
COOK,DB,1.902618,2.286009,3.045622,18.12328,78.8311,21.1689
COOK,EP,0.025894,0.956414,0.5041,90,9.4959,90.5041
COOK,L,1.738108,2.749246,3.112731,13.80846,83.07881,16.92119
COOK,M,1.282944,2.541487,2.553688,16.66667,80.77965,19.22035
COOK,NL,0.623146,2.146609,1.69645,11.19545,87.1081,12.8919
COOK,RB,0.586568,1.743163,1.458149,11.85647,86.68538,13.31462
COOK,S,3.585971,3.427385,5.299664,50,44.70034,55.29966
COWETA,1,0.453731,3.141239,2.02435,21.05263,76.92302,23.07698
COWETA,2,0.514877,2.736647,1.8832,14.47563,83.64117,16.35883
COWETA,3,0.304976,2.532202,1.571077,16.83502,81.59391,18.40609
COWETA,4,0.274862,2.956583,1.753154,17.91045,80.3364,19.6636
COWETA,5,2.187947,3.222033,3.798964,57.25,38.95104,61.04896
COWETA,6,0.257449,2.747761,1.631329,17.58794,80.78073,19.21927
COWETA,7,0.538702,3.189808,2.133605,21.42857,76.43782,23.56218
COWETA,8,0.483101,3.044347,2.005275,19.83887,78.15585,21.84415
COWETA,9,1.556549,3.468497,3.290798,28.45691,68.25229,31.74771
COWETA,10,0.609083,2.818715,2.01844,13.54167,84.43989,15.56011
COWETA,11,0.618396,2.755561,1.996176,21.92691,76.07691,23.92309
